input,output,evidence,type
glucose + MIG1(ko),GUT2(up_weak) + ADR1(up_medium) + HXK1(up_medium) + JEN1(up_weak) + REG2(up_strong) + GUT1(up_medium) + LSC2(up_weak) + HXT4(up_medium) + CRC1(up_weak) + ICL1(up_weak) + CAT8(up_medium) + MDH2(down_medium) + HXT3(up_weak) + HXT1(down_weak) + HXT2(up_weak), microarray,expression
glucose(low),GUT2(up) + FAA2(up) + PFK27(down) + TDH3(down) + SPS19(up) + CAT2(up) + SIP2(up) + MDH2(up) + TES1(up) + PEX1(up) + ECI1(up) + ADR1(up) + FOX2(up) + ICL2(up) + STL1(up) + GUT1(up) + MIG2(down) + SIP4(up) + DCI1(up) + HXK1(up) + PFK26(up) + CAT8(up) + HXT4(down) + IDP3(up) + ACS1(up) + CYB2(up) + CRC1(up) + MSN4(down) + HXT2(up) + PXA1(up) + ICL1(up), microarray,expression
YAP6 + NaCl,HAP1 + HXK2 + HXT3 + HXT4 + FAA1 + MAE1 + HXT7 + HXK1 + ACO1 + HXT2 + PDC1 + STL1 + GID8 + HXT6 + HXT1 + ENO1, ChIP-chip,tfbinding
GCR2(ko) + lactate + glycerol,HXK1(down_weak) + PFK2(down_weak) + ENO1(down_strong) + TDH3(down_strong) + CDC19(down_strong) + TPI1(down_strong) + TDH1(down_medium) + PGI1(down_strong) + TDH2(down_strong) + FBA1(down_strong) + GPM1(down_strong) + ENO2(down_strong) + PGK1(down_strong)," prot-act ,  kPCR ,  northern_blot",expression
MSN2(ko) + heat_shock + MSN4(ko),HXK1(down_strong) + MDH1(down_medium) + TES1(down_strong) + PGM2(down_strong) + GLK1(down_medium) + CTT1(down_strong), 2d-gel,expression
cAMP + heat_shock,HXK1(down_strong) + CTT1(down_strong) + MDH1(down_medium) + PGM2(down_strong) + GLK1(down_medium) + TES1(down_strong), 2d-gel,expression
lactate + glycerol + GCR1(ko),HXK1(down_medium) + CDC19(down_strong) + PGK1(down_strong) + FBA1(down_strong) + GPM1(down_strong) + TDH1(down_medium) + ENO1(down_strong) + PFK2(down_weak) + TDH3(down_strong) + PGI1(down_strong) + TDH2(down_strong) + TPI1(down_strong) + PFK1(down_weak) + ENO2(down_strong)," northern_blot ,  prot-act ,  kPCR",expression
SWI6,HXK1, ChIP-chip,tfbinding
glucose + NRG1(ko),HXK1(up_medium) + CYB2(up_medium) + HXT6(up_medium) + CRC1(up_weak) + IDH2(up_medium) + PYK2(up_weak), microarray,expression
NaCl,HXT2(down) + LSC1(up) + GLK1(up) + ACO2(down) + SDH4(up) + HXK1(up) + MDH2(up) + IDH2(up) + DLD1(up) + HAP1(up) + LPD1(up) + CIT1(up) + LSC2(up) + IDH1(up) + FAA4(down) + PYC1(up) + PDC5(down) + FAA1(up) + PEX25(up) + HXT1(up) + GUT2(up) + MAE1(down) + MDH1(up) + KGD2(up) + KGD1(up) + CIT2(up) + ADH2(down) + HXT6(up) + PYC2(down) + SDH3(up) + REG2(down) + HXT5(up), microarray,expression
PDR3(ko) + selenite,HXT3(up_medium) + HXT4(up_medium) + HXT6(up_medium) + HXK1(up_medium), microarray,expression
glucose + MIG1,HXT3(down) + PCK1(down) + HXT2(down) + CAT8(down) + HXK1(down) + GLK1(down) + FBP1(down) + HXT4(down) + SNF3(down) + HAP4(down) + PDC1(down) + MLS1(down) + ICL1(down), review,expression
inositol + choline + INO4,HXT4(up_medium) + HXT6(up_medium) + HXK1(up_strong), microarray,expression
choline + INO2 + inositol,HXT4(up_strong) + HXT6(up_medium) + HXK1(up_strong), microarray,expression
fluphenazine,HXT6(up_medium) + HXK1(up_strong) + GLK1(up_medium) + HXT7(up_medium), microarray,expression
choline + OPI1 + inositol,HXT6(up_weak) + HXK1(up_medium), microarray,expression
PDR1(ko) + selenite,HXT6(up_medium) + HXT7(up_medium) + IDH2(up_medium) + HXT3(up_medium) + ACO1(up_medium) + GLK1(up_medium) + HXK1(up_medium) + HXT4(up_medium), microarray,expression
glucose(low),HXT6(up_strong) + PYK2(up_strong) + IDH2(up_medium) + HXK1(up_strong) + CYB2(up_strong) + CRC1(up_strong), microarray,expression
glucose + NRG2(ko),HXT6(up_medium) + CRC1(up_medium) + IDH2(up_medium) + HXK1(up_medium) + PYK2(up_weak) + CYB2(up_medium), microarray,expression
glucose + HXK2(ko),ICL1(up_strong) + HXT6(up_strong) + MAE1(down_medium) + SDH3(up_medium) + HXT1(down_strong) + HXT5(up_medium) + MDH2(up_medium) + PCK1(up_medium) + ALD4(up_medium) + HXK1(up_strong) + HXK2(down_strong) + MDH1(up_medium) + PDC5(down_medium) + IDP2(up_strong) + CIT1(up_medium) + HXT7(up_strong) + CIT3(up_medium) + MLS1(up_strong) + KGD2(up_medium) + SDH4(up_strong) + MDH3(up_medium) + FBP1(up_strong) + SDH2(up_medium) + HXT4(up_strong) + LSC2(up_medium) + SDH1(up_medium), microarray,expression
MIG2(ko) + glucose + MIG1(ko),ICL1(up_medium) + REG2(up_strong) + CAT8(up_strong) + ADR1(up_strong) + CRC1(up_medium) + JEN1(up_strong) + GUT1(up_medium) + MDH2(down_medium) + HXT2(up_medium) + LSC2(up_medium) + GUT2(up_medium) + HXT1(down_strong) + HXK1(up_medium) + HXT4(up_medium) + HXT3(down_medium), microarray,expression
H2O2,IDH1(up_medium) + HXT6(down_medium) + MDH2(down_medium) + MDH1(up_medium) + SPS19(up_medium) + HXK1(up_medium) + TDH1(up_medium) + GUT2(up_medium) + IDH2(up_medium) + GLK1(up_strong) + HXT3(down_medium) + HXT2(down_strong) + MAE1(down_strong) + HXT7(down_medium) + HXT4(down_medium) + HXT1(down_medium) + CTA1(up_medium), microarray,expression
selenite,MAE1(down_medium) + PCK1(up_medium) + FAA2(up_medium) + IDP2(up_medium) + GSM1(up_medium) + POX1(up_medium) + HXT1(down_medium) + SIP4(up_medium) + TES1(up_medium) + HXT6(up_medium) + ACO2(down_medium) + SDH3(down_medium) + ECI1(up_medium) + FAA4(up_medium) + ADR1(up_medium) + CYB2(up_strong) + ADH2(down_medium) + MLS1(down_medium) + REG2(up_medium) + GUT2(up_medium) + PXA2(up_strong) + DLD1(down_medium) + DAL7(up_medium) + CIT2(up_medium) + CTA1(up_strong) + FBP1(up_medium) + PXA1(up_medium) + CIT3(up_medium) + HXK1(up_strong) + FOX2(up_medium) + ACO1(down_strong) + HXT7(up_medium) + SPS19(up_medium) + HXT5(up_medium) + PYC1(up_medium) + JEN1(up_medium) + HXT2(down_medium) + GLK1(up_medium) + HXT4(down_medium) + CAT2(up_medium), microarray,expression
high_pH,MDH1(up_medium) + CIT2(up_strong) + HXT7(up_strong) + ALD4(up_medium) + HXK1(up_strong) + ALD6(up_medium), northern_blot,expression
heat_shock,MDH1(up_weak) + CTT1(up_strong) + TES1(up) + HXK1(up_strong) + PGM2(up_strong) + GLK1(up_medium), 2d-gel,expression
nitrogen(low),MDH2(up_medium) + YMR086W(up_medium) + AGP1(up_strong) + APE2(up_strong) + GUT2(down_weak) + GLK1(up_weak) + APE3(up_strong) + ICL1(up_strong) + FPS1(up_strong) + YHR033W(up_strong) + UGA1(up_medium) + PLB2(down_medium) + SUR1(up_strong) + UGA2(up_strong) + HXK1(up_medium) + DSE2(up_weak) + DCS2(up_medium), lacZ,expression
glucose + HAP4(oe),MDH2(up_medium) + HXT4(down_medium) + TDH1(down_medium) + SDH3(up_medium) + SDH2(up_medium) + HXK1(down_strong) + MDH3(up_medium) + KGD2(up_medium) + SDH4(up_medium) + MDH1(up_medium) + SDH1(up_medium), microarray,expression
MIG1,MDH2 + JEN1 + ICL1 + HXT3 + CRC1 + HXK1 + LSC2 + GUT1 + HXT1 + GUT2 + CAT8 + ADR1 + HXT4 + REG2 + HXT2, consensus,tfbinding
glucose(low) + MSN2(ko) + MSN4(ko),MDH2(down_medium) + PYK2(down_strong) + HXK1(down_strong) + GLK1(down_medium) + GUT2(down_medium), lacZ,expression
MIG1 + glucose,MLS1 + SNF3 + HXT4 + MIG1 + HAP4 + HXT2 + ICL1 + HXT3 + HXK1 + PDC1 + FBP1 + CAT8 + GLK1 + PCK1, review,tfbinding
NaCl + SKN7,PGK1 + HXT6 + HAP4 + PCK1 + TDH3 + CIT1 + POX1 + MDH2 + GID8 + HXK1 + SDH1 + ACO1 + STL1 + PFK27, ChIP-chip,tfbinding
selenite + RPN4(ko),PGK1(up_medium) + HXT3(up_medium) + PYC1(down_medium) + GLK1(up_medium) + HXK1(up_strong) + SDH3(up_medium) + MDH2(up_medium) + LSC2(up_medium) + HXT1(down_medium) + CIT1(up_medium) + HXT7(up_medium) + LSC1(up_medium), microarray,expression
sporulation + ABF1,PXA2 + HXK1 + ENO1 + MAE1 + YAT2 + PDC6 + CIT1 + PYC1 + PDC1 + PEX25 + CIT3, ChIP-chip,tfbinding
NRG2(ko) + glucose + NRG1(ko),PYK2(up_medium) + CRC1(up_medium) + HXK1(up_medium) + IDH2(up_medium) + CYB2(up_medium) + HXT6(up_medium), microarray,expression
HXK2(ko) + glucose + HAP4(oe),SDH4(up_strong) + IDH1(up_medium) + HXT1(down_strong) + HXK2(down_strong) + SDH1(up_medium) + ACS1(up_strong) + MDH1(up_medium) + MDH2(up_strong) + CIT1(up_medium) + TDH1(down_medium) + IDP2(up_strong) + CAT2(up_strong) + CIT3(up_strong) + PFK1(down_medium) + ALD4(up_strong) + SDH2(up_strong) + HXK1(up_medium) + FBP1(up_strong) + PDC5(down_medium) + GLK1(up_medium) + HXT7(up_strong) + ADH2(up_strong) + MDH3(up_medium) + ENO1(down_strong) + MLS1(up_strong) + FUM1(up_strong) + HXT4(up_medium) + HXT5(up_strong) + SDH3(up_medium) + KGD2(up_medium) + PFK2(down_medium) + LSC2(up_medium) + HXT6(up_strong) + ICL1(up_strong) + PCK1(up_strong), microarray,expression
HSF1(ko) + heat_shock,SIP4(down) + PGK1(down) + CYB2(down) + TYE7(down) + ENO2(down) + HXT5(down) + SDH3(down) + HXK1(down), microarray,expression
SKO1 + NaCl,STL1 + TDH2 + HXT1 + GID8 + HXK1 + ADH2 + FAA1 + HXT5 + HXT3 + MAE1 + HXT2 + PGK1 + ENO1 + PYC1 + CIT1 + HXT7 + IDH1 + PFK27 + HXT6, ChIP-chip,tfbinding
PDR + PDR3 + PDR1,TDH2(up_medium) + TDH1(down_weak) + HXK2(up_medium) + DLD1(down_medium) + HXK1(down_medium)," 2d-gel ,  MS",expression
RAP1,TDH2 + MDH2 + PFK27 + HXK1 + YJL045W + FBA1 + ACS1 + HXT5 + HAP5 + PEX25 + HXT6 + SIP4 + CRC1 + PDC1 + YAT1 + TPI1 + GUT1 + GPM1 + MAE1 + TDH3, ChIP-chip,tfbinding
