input,output,evidence,type
cAMP + glucose(low),GPD1(down_strong) + KGD2(down_medium) + ALD6(down_medium) + ADH2(down_strong) + ICL1(down_strong), 2d-gel,expression
cAMP + nitrogen(low),GUT2(down_strong) + DCS2(down_strong) + DSE2(down_strong) + UGA1(down_strong) + AGP1(down_strong) + SUR1(down_strong) + ICL1(down_strong) + UGA2(down_strong) + FPS1(down_strong) + APE3(down_strong) + PLB2(down_strong) + GLK1(down_strong) + MDH2(down_strong) + APE2(down_strong) + YMR086W(down_strong) + HXK1(down_strong) + YHR033W(down_strong), lacZ,expression
glucose,GUT2(down_strong) + MDH2(down_strong) + GLK1(down_strong) + ICL1(down_strong), northern_blot,expression
glucose + MIG1(ko),GUT2(up_weak) + ADR1(up_medium) + HXK1(up_medium) + JEN1(up_weak) + REG2(up_strong) + GUT1(up_medium) + LSC2(up_weak) + HXT4(up_medium) + CRC1(up_weak) + ICL1(up_weak) + CAT8(up_medium) + MDH2(down_medium) + HXT3(up_weak) + HXT1(down_weak) + HXT2(up_weak), microarray,expression
glucose(low),GUT2(up) + FAA2(up) + PFK27(down) + TDH3(down) + SPS19(up) + CAT2(up) + SIP2(up) + MDH2(up) + TES1(up) + PEX1(up) + ECI1(up) + ADR1(up) + FOX2(up) + ICL2(up) + STL1(up) + GUT1(up) + MIG2(down) + SIP4(up) + DCI1(up) + HXK1(up) + PFK26(up) + CAT8(up) + HXT4(down) + IDP3(up) + ACS1(up) + CYB2(up) + CRC1(up) + MSN4(down) + HXT2(up) + PXA1(up) + ICL1(up), microarray,expression
rapamycin,HXT1(down_medium) + PDC6(up_strong) + HAP5(up_medium) + CTA1(up_medium) + SIP4(up_strong) + ICL1(up_medium) + PYC1(up_medium) + CIT3(up_strong) + HXT5(up_medium) + CAT8(up_medium) + IDP2(up_medium) + ECI1(up_medium) + FBP1(up_medium) + DAL7(up_strong) + PCK1(up_medium) + CRC1(up_strong) + GSM1(up_medium) + JEN1(up_medium) + ACS1(up_medium) + PIP2(up_medium) + CYB2(up_medium) + MLS1(up_strong) + YJL045W(up_medium) + POX1(up_medium) + SDH3(up_medium) + CAT2(up_strong) + CIT2(up_medium) + IDP3(up_medium) + PXA2(up_medium) + POT1(up_medium) + YAT1(up_strong) + YAT2(up_strong) + CIT1(up_medium) + MDH2(up_medium) + PEX11(up_medium) + GID8(up_medium), microarray,expression
glucose + MIG1,HXT3(down) + PCK1(down) + HXT2(down) + CAT8(down) + HXK1(down) + GLK1(down) + FBP1(down) + HXT4(down) + SNF3(down) + HAP4(down) + PDC1(down) + MLS1(down) + ICL1(down), review,expression
ethanol + CAT8(ko),ICL1(down_strong) + PCK1(down_strong) + FBP1(down_strong), prot-act,expression
SDH2(ko) + ethanol,ICL1(up_medium) + CAT2(up_medium) + PCK1(up_medium) + MDH1(up_medium) + MDH2(up_medium), prot-act,expression
glucose + HXK2(ko),ICL1(up_strong) + HXT6(up_strong) + MAE1(down_medium) + SDH3(up_medium) + HXT1(down_strong) + HXT5(up_medium) + MDH2(up_medium) + PCK1(up_medium) + ALD4(up_medium) + HXK1(up_strong) + HXK2(down_strong) + MDH1(up_medium) + PDC5(down_medium) + IDP2(up_strong) + CIT1(up_medium) + HXT7(up_strong) + CIT3(up_medium) + MLS1(up_strong) + KGD2(up_medium) + SDH4(up_strong) + MDH3(up_medium) + FBP1(up_strong) + SDH2(up_medium) + HXT4(up_strong) + LSC2(up_medium) + SDH1(up_medium), microarray,expression
ZAP1,ICL1, ChIP-chip,tfbinding
nfcs + CAT8,ICL1(up) + SFC1(up) + MLS1(up) + PCK1(up) + FBP1(up), author-statement,expression
CAT8,ICL1 + MDH2 + IDP2 + MLS1, review,tfbinding
cAMP + glucose(low),ICL1(down_strong) + MDH2(down_strong) + GUT2(down_strong) + GLK1(down_strong), northern_blot,expression
glycerol,ICL1(up_medium), prot-act,expression
SIP4,ICL1 + PCK1, ChIP-chip,tfbinding
glucose,ICL1(down_strong), prot-act,expression
MSN4(ko) + glucose(low) + MSN2(ko),ICL1(up_medium) + ADH2(up_medium) + ALD6(up_medium) + GPD1(down_weak) + KGD2(up_weak), 2d-gel,expression
MIG2(ko) + glucose + MIG1(ko),ICL1(up_medium) + REG2(up_strong) + CAT8(up_strong) + ADR1(up_strong) + CRC1(up_medium) + JEN1(up_strong) + GUT1(up_medium) + MDH2(down_medium) + HXT2(up_medium) + LSC2(up_medium) + GUT2(up_medium) + HXT1(down_strong) + HXK1(up_medium) + HXT4(up_medium) + HXT3(down_medium), microarray,expression
glucose,ICL1(down) + ACS1(down) + SFC1(down) + CIT2(down_weak) + MLS1(down) + MDH2(down) + ACO2(up_strong) + MDH3(down_strong) + YAT1(down) + ADH1(up) + MDH1(down) + PDC1(up) + ADH2(down) + ACH1(down) + CAT2(down), northern_blot,expression
ethanol,ICL1(up_strong), prot-act,expression
nfcs + CAT8,IDP2(up) + MLS1(up) + ACS1(up) + SFC1(up) + PCK1(up) + ICL1(up) + JEN1(up) + FBP1(up) + SIP4(up), author-statement,expression
GCN4(ko) + aa_starvation,JEN1(down) + CIT3(up) + IDH1(up) + PIP2(down) + CRC1(down) + ACO2(down) + CIT1(down) + IDP1(down) + ICL1(down) + CIT2(down) + ACO1(up), microarray,expression
glucose,JEN1(down_strong) + FBP1(down_strong) + SFC1(down_strong) + POT1(down_strong) + ICL1(down_strong) + CTA1(down_strong) + CIT3(down_strong) + PCK1(down_strong) + ICL2(down_strong) + GUT1(down_strong) + IDP3(down_strong) + REG2(down_strong) + ACS1(down_strong) + YAT1(down_strong) + POX1(down_strong) + IDP2(down_strong) + YAT2(down_strong), microarray,expression
FBP1(ko) + ethanol,MDH1(up_medium) + PCK1(up_medium) + CAT2(up_medium) + MDH2(up_medium) + ICL1(up_medium), prot-act,expression
nitrogen(low),MDH2(up_medium) + YMR086W(up_medium) + AGP1(up_strong) + APE2(up_strong) + GUT2(down_weak) + GLK1(up_weak) + APE3(up_strong) + ICL1(up_strong) + FPS1(up_strong) + YHR033W(up_strong) + UGA1(up_medium) + PLB2(down_medium) + SUR1(up_strong) + UGA2(up_strong) + HXK1(up_medium) + DSE2(up_weak) + DCS2(up_medium), lacZ,expression
glucose(low) + CAT8(ko) + ADR1(ko),MDH2(down_strong) + MLS1(down_strong) + FBP1(down_strong) + ADY2(down_strong) + ADH2(down_strong) + ACS1(down_strong) + ALD4(down_medium) + POT1(up_weak) + FDH1(down_strong) + CTA1(up_weak) + POX1(down_strong) + FOX2(down_strong) + ATO3(down_strong) + ICL1(down_strong) + JEN1(down_strong) + CYB2(down_weak) + SPG1(up_weak) + SPS19(down_medium), kPCR,expression
MIG1,MDH2 + JEN1 + ICL1 + HXT3 + CRC1 + HXK1 + LSC2 + GUT1 + HXT1 + GUT2 + CAT8 + ADR1 + HXT4 + REG2 + HXT2, consensus,tfbinding
glucose(low),MDH2(up_strong) + GUT2(up_strong) + ICL1(up_strong) + GLK1(up_strong), northern_blot,expression
SIP4,MDH2 + SFC1 + ICL1 + PCK1 + MLS1, ChIP-chip,tfbinding
oleic_acid + OAF3(ko),MLS1(up_medium) + HXT7(down_medium) + CAT2(up_medium) + ICL1(up_medium) + MDH2(up_medium), microarray,expression
sugar(low) + nfcs + CAT8,MLS1 + ICL1," binding ,  consensus",tfbinding
SIP4,MLS1 + SFC1 + PCK1 + FBP1 + MDH2 + ICL1, review,tfbinding
RTG1(ko) + oleic_acid + RTG2(ko),MLS1(down_strong) + CIT2(down_strong) + CTA1(down_strong) + MDH3(down_strong) + POX1(down_strong) + PEX11(down_strong) + ICL1(down_strong), northern_blot,expression
MIG1 + glucose,MLS1 + SNF3 + HXT4 + MIG1 + HAP4 + HXT2 + ICL1 + HXT3 + HXK1 + PDC1 + FBP1 + CAT8 + GLK1 + PCK1, review,tfbinding
ethanol,PCK1(up_strong) + ICL1(up_strong) + FBP1(up_strong), prot-act,expression
ethanol + CAT8,PCK1(up) + FBP1(up) + MLS1(up) + SFC1(up) + ICL1(up), site-mutation,expression
glucose,PCK1(down_strong) + ICL1(down_strong) + FBP1(down_strong), prot-act,expression
rapamycin + GCN2(ko) + GLN3(ko),PDC6(down_medium) + ACS1(down_medium) + CAT2(down_medium) + CIT2(up_medium) + FBP1(down_medium) + ICL1(down_medium) + CTA1(down_medium) + SIP4(down_medium) + MLS1(down_medium) + YAT2(down_strong) + YAT1(down_medium) + CRC1(down_strong) + DAL7(down_medium) + CIT3(down_medium), microarray,expression
RTG2(ko) + oleic_acid,PEX11(down_medium) + MLS1(up_medium) + MDH3(down_weak) + CIT2(down_medium) + POX1(down_medium) + CTA1(down_medium) + ICL1(up_medium), northern_blot,expression
OAF1(ko) + oleic_acid,PEX25(down_weak) + PXA1(down_weak) + POT1(down_weak) + ICL1(up_medium) + OAF1(down_strong) + MLS1(up_medium) + CTA1(down_strong) + FAA2(down_strong) + YAT1(up_weak) + SPS19(down_strong) + MDH2(up_weak) + ADH2(up_weak) + DCI1(down_medium) + CIT3(up_weak) + CIT2(up_medium) + FOX2(down_strong) + IDP3(down_medium) + PIP2(down_medium) + STL1(up_weak) + FAA1(up_weak) + PCK1(up_weak) + TES1(down_strong) + ECI1(down_strong) + ACO2(down_medium) + POX1(down_strong) + PXA2(down_medium) + YAT2(up_weak) + HXT5(up_weak) + YJL045W(up_medium), microarray,expression
RTG1(ko) + oleic_acid,POX1(down_weak) + MLS1(down_strong) + PEX11(down_weak) + MDH3(down_medium) + ICL1(down_medium) + CIT2(down_strong) + CTA1(down_weak), northern_blot,expression
GCN2(ko) + aa_starvation,PYC2(down_medium) + ICL1(down_medium) + ACO2(down_medium) + YAT2(down_strong), microarray,expression
aa_starvation,PYC2(up_medium) + ICL1(up_strong) + CRC1(up_strong) + JEN1(up_medium) + ECI1(up_medium) + PXA2(up_medium) + CAT2(up_medium) + GID8(up_medium) + HXT4(down_medium) + DAL7(up_medium) + YAT2(up_strong) + PCK1(up_medium) + ADH2(up_medium) + SIP4(up_strong) + PIP2(up_medium) + ANT1(up_medium) + IDP2(up_medium) + HXT2(down_medium) + CTA1(up_medium) + ACO2(up_medium) + HAP4(up_medium) + MLS1(up_medium) + FBP1(up_medium), microarray,expression
gluc_depl,REG2(up_strong) + IDP3(up_strong) + CTA1(up_strong) + SFC1(up_strong) + POX1(up_strong) + FBP1(up_strong) + YAT1(up_strong) + ICL2(up_strong) + ICL1(up_strong) + CIT3(up_strong) + ACS1(up_strong) + GUT1(up_strong) + POT1(up_strong) + PCK1(up_strong) + IDP2(up_strong) + YAT2(up_strong) + JEN1(up_strong), microarray,expression
ethanol + CAT8(ko),REG2(down_medium) + IDP2(down_strong) + MDH2(down_medium) + JEN1(down_strong) + ICL1(down_strong) + DLD1(down_medium) + CRC1(down_strong) + PCK1(down_strong) + ALD6(down_strong) + SFC1(down_strong) + FBP1(down_strong) + STL1(down_medium) + YAT2(down_strong) + ACS1(down_strong) + DAL81(down_medium) + MLS1(down_strong) + CAT2(down_medium) + SIP4(down_strong) + ACH1(down_medium)," microarray ,  northern_blot ,  proteomics",expression
HXK2(ko) + glucose + HAP4(oe),SDH4(up_strong) + IDH1(up_medium) + HXT1(down_strong) + HXK2(down_strong) + SDH1(up_medium) + ACS1(up_strong) + MDH1(up_medium) + MDH2(up_strong) + CIT1(up_medium) + TDH1(down_medium) + IDP2(up_strong) + CAT2(up_strong) + CIT3(up_strong) + PFK1(down_medium) + ALD4(up_strong) + SDH2(up_strong) + HXK1(up_medium) + FBP1(up_strong) + PDC5(down_medium) + GLK1(up_medium) + HXT7(up_strong) + ADH2(up_strong) + MDH3(up_medium) + ENO1(down_strong) + MLS1(up_strong) + FUM1(up_strong) + HXT4(up_medium) + HXT5(up_strong) + SDH3(up_medium) + KGD2(up_medium) + PFK2(down_medium) + LSC2(up_medium) + HXT6(up_strong) + ICL1(up_strong) + PCK1(up_strong), microarray,expression
CAT8 + gluc_depl,SFC1 + FBP1 + CAT2 + ACS1 + YAT2 + ADH2 + MDH2 + ICL1 + MLS1 + ALD6 + DLD1 + ACH1 + JEN1 + PCK1 + REG2 + IDP2, ChIP-chip,tfbinding
CAT8,SFC1 + ICL1 + FBP1 + PCK1 + MDH2 + MLS1, review,tfbinding
acetate,SFC1(down) + ACH1(up) + ADH1(down) + CIT1(up_medium) + YAT1(up) + MDH2(up) + ACS1(up) + ACO2(down) + ADH2(up) + MLS1(up) + ACO1(up) + PDC1(down) + CAT2(up) + ACS2(down) + CIT2(up_medium) + ICL1(up), northern_blot,expression
OAF1 + oleic_acid,TDH3 + PDC1 + SDH4 + CTA1 + ANT1 + CIT3 + HAP3 + PEX11 + GUT2 + ICL1 + ACO1 + FBP1 + FBA1 + PIP2, ChIP-chip,tfbinding
rapamycin + GCN4(ko),YAT2(down_weak) + ICL1(down_medium) + SIP4(down_weak) + CAT2(down_weak) + DAL7(up_medium) + MLS1(up_weak) + CTA1(down_weak) + POX1(down_medium), microarray,expression
GCN4(ko) + aa_starvation,YAT2(down_strong) + ICL1(down_medium) + PYC2(down_medium) + ACO2(down_medium), microarray,expression
