input,output,evidence,type
glucose(low) + PIP2,GLK1 + JEN1 + ICL1 + ADR1 + PDC5 + FAA4 + CIT1 + POX1, ChIP-chip,tfbinding
OAF1/PIP2,GRX3 + ATF1 + UGA3 + DUS3 + IFA38 + DCI1 + ECI1 + POT1 + POX1 + SER1 + IZH2 + YJL218W + MDH3 + CRC1 + PXA2 + RIM1 + NNK1 + PEX11 + CIN1 + YAT1 + HXK1 + PIP2 + CIT1 + FAA2 + IDP3 + QDR1 + MIP6 + PEX5 + SAM50 + EEB1 + CUP2 + SPS19 + YNL035C + FOX2 + TPS2 + SPC25 + TES1 + MAL33 + CTA1 + CAT2, consensus,tfbinding
rapamycin,HXT1(down_medium) + PDC6(up_strong) + HAP5(up_medium) + CTA1(up_medium) + SIP4(up_strong) + ICL1(up_medium) + PYC1(up_medium) + CIT3(up_strong) + HXT5(up_medium) + CAT8(up_medium) + IDP2(up_medium) + ECI1(up_medium) + FBP1(up_medium) + DAL7(up_strong) + PCK1(up_medium) + CRC1(up_strong) + GSM1(up_medium) + JEN1(up_medium) + ACS1(up_medium) + PIP2(up_medium) + CYB2(up_medium) + MLS1(up_strong) + YJL045W(up_medium) + POX1(up_medium) + SDH3(up_medium) + CAT2(up_strong) + CIT2(up_medium) + IDP3(up_medium) + PXA2(up_medium) + POT1(up_medium) + YAT1(up_strong) + YAT2(up_strong) + CIT1(up_medium) + MDH2(up_medium) + PEX11(up_medium) + GID8(up_medium), microarray,expression
NaCl,HXT2(down) + LSC1(up) + GLK1(up) + ACO2(down) + SDH4(up) + HXK1(up) + MDH2(up) + IDH2(up) + DLD1(up) + HAP1(up) + LPD1(up) + CIT1(up) + LSC2(up) + IDH1(up) + FAA4(down) + PYC1(up) + PDC5(down) + FAA1(up) + PEX25(up) + HXT1(up) + GUT2(up) + MAE1(down) + MDH1(up) + KGD2(up) + KGD1(up) + CIT2(up) + ADH2(down) + HXT6(up) + PYC2(down) + SDH3(up) + REG2(down) + HXT5(up), microarray,expression
arsenic + RPN4(ko),HXT6(up_medium) + IDH1(up_medium) + HXT3(up_medium) + HXT5(up_medium) + HXT7(up_medium) + GLK1(up_medium) + GUT2(up_medium) + IDH2(up_medium) + MIG1(up_medium) + HAP4(up_medium) + PCK1(down_medium) + PDC6(up_medium) + PDC5(up_medium) + CIT2(up_medium) + MAE1(up_medium) + PGI1(up_medium) + SDH4(up_medium) + CIT1(up_medium), microarray,expression
glucose + HXK2(ko),ICL1(up_strong) + HXT6(up_strong) + MAE1(down_medium) + SDH3(up_medium) + HXT1(down_strong) + HXT5(up_medium) + MDH2(up_medium) + PCK1(up_medium) + ALD4(up_medium) + HXK1(up_strong) + HXK2(down_strong) + MDH1(up_medium) + PDC5(down_medium) + IDP2(up_strong) + CIT1(up_medium) + HXT7(up_strong) + CIT3(up_medium) + MLS1(up_strong) + KGD2(up_medium) + SDH4(up_strong) + MDH3(up_medium) + FBP1(up_strong) + SDH2(up_medium) + HXT4(up_strong) + LSC2(up_medium) + SDH1(up_medium), microarray,expression
raffinose + RTG2(ko) + dys_mit,IDH1(down_strong) + IDH2(down_strong) + ACO1(down_strong) + CIT1(down_strong) + CIT2(down_strong), northern_blot,expression
RTG3,IDH2 + ACO1 + CIT3 + CIT1 + IDH1, ChIP-chip,tfbinding
GCN4(ko) + aa_starvation,JEN1(down) + CIT3(up) + IDH1(up) + PIP2(down) + CRC1(down) + ACO2(down) + CIT1(down) + IDP1(down) + ICL1(down) + CIT2(down) + ACO1(up), microarray,expression
HAP2/3/4/5,KGD2 + CYT1 + QCR8 + CYC1 + CIT1 + SDH2, review,tfbinding
glycerol + glucose + lactate,KGD2(down_strong) + CIT1(down_medium) + IDP2(down_strong) + ACO1(down_strong) + FUM1(down_strong) + GUT2(down_strong) + MDH1(down_strong) + GUT1(down_strong) + KGD1(down_strong) + IDP1(down_medium) + PDC1(up_medium) + SDH4(down_strong) + YJL045W(down_medium) + SDH2(down_strong) + LSC1(down_strong) + LPD1(down_weak) + SDH1(down_strong) + CIT3(down_weak) + SDH3(down_strong) + CYB2(down_strong) + LSC2(down_strong) + IDH2(down_strong) + JEN1(down_strong) + ACO2(up_weak), microarray,expression
CRZ1 + calcium,MDH2 + ALD4 + MDH1 + CIT1 + HXK2, emsa,tfbinding
H2O2,PDC5(down) + HXT3(down) + PYC1(up) + HXT7(up) + CIT1(up) + HXT1(down) + MDH2(down) + RSF1(up) + KGD2(up) + IDH2(up) + HAP5(up) + LSC2(up) + GUT2(up) + DLD1(up), microarray,expression
oleic_acid,PEX5(up_strong) + CAT2(up_strong) + FAA2(up_medium) + CIT1(up_strong) + PXA2(up_strong) + MDH3(up_strong) + IDP3(up_strong) + PXA1(up_strong) + IZH2(down_strong) + QDR1(up_strong) + PIP2(up_strong) + FOX2(up_strong) + CIT2(up_strong) + POX1(up_strong) + SPS19(up_strong) + CRC1(up_strong) + PEX11(up_strong) + YJL218W(up_strong) + IFA38(up_strong) + POT1(up_strong) + CTA1(up_strong) + EEB1(up_strong) + TES1(up_strong), northern_blot,expression
ethanol + RDS2,PFK27 + YAT1 + PDC1 + CIT1 + OPI1 + SFC1 + MAE1 + VID24 + MLS1 + SDH4 + PCK1 + IDP2 + GID8 + ACS2 + KGD2 + FBP1 + LSC2 + HAP4 + SIP4, ChIP-chip,tfbinding
NaCl + SKN7,PGK1 + HXT6 + HAP4 + PCK1 + TDH3 + CIT1 + POX1 + MDH2 + GID8 + HXK1 + SDH1 + ACO1 + STL1 + PFK27, ChIP-chip,tfbinding
selenite + RPN4(ko),PGK1(up_medium) + HXT3(up_medium) + PYC1(down_medium) + GLK1(up_medium) + HXK1(up_strong) + SDH3(up_medium) + MDH2(up_medium) + LSC2(up_medium) + HXT1(down_medium) + CIT1(up_medium) + HXT7(up_medium) + LSC1(up_medium), microarray,expression
glucose,PXA1(down_strong) + CAT2(down_strong) + FAA2(down_medium) + CIT1(down_strong) + EEB1(down_strong) + PEX11(down_strong) + IZH2(up_strong) + QDR1(down_strong) + IDP3(down_strong) + FOX2(down_strong) + PIP2(down_strong) + IFA38(down_medium) + PEX5(down_strong) + PXA2(down_strong) + SPS19(down_strong) + POT1(down_strong) + CTA1(down_strong) + YJL218W(down_strong) + CRC1(down_strong) + TES1(down_strong) + POX1(down_strong) + CIT2(down_strong) + MDH3(down_strong), northern_blot,expression
sporulation + ABF1,PXA2 + HXK1 + ENO1 + MAE1 + YAT2 + PDC6 + CIT1 + PYC1 + PDC1 + PEX25 + CIT3, ChIP-chip,tfbinding
OAF1(ko) + oleic_acid,QDR1(down_strong) + FAA2(down_weak) + CRC1(down_medium) + PXA2(down_weak) + FOX2(down_strong) + PIP2(down_strong) + POX1(down_strong) + CTA1(down_medium) + PEX11(down_strong) + CIT1(down_medium) + IFA38(down_medium) + PEX5(down_medium) + YJL218W(down_strong) + SPS19(down_strong) + EEB1(down_strong) + MDH3(down_medium) + IDP3(down_medium) + POT1(down_strong) + CAT2(down_weak) + PXA1(down_weak) + TES1(down_strong), northern_blot,expression
HXK2(ko) + glucose + HAP4(oe),SDH4(up_strong) + IDH1(up_medium) + HXT1(down_strong) + HXK2(down_strong) + SDH1(up_medium) + ACS1(up_strong) + MDH1(up_medium) + MDH2(up_strong) + CIT1(up_medium) + TDH1(down_medium) + IDP2(up_strong) + CAT2(up_strong) + CIT3(up_strong) + PFK1(down_medium) + ALD4(up_strong) + SDH2(up_strong) + HXK1(up_medium) + FBP1(up_strong) + PDC5(down_medium) + GLK1(up_medium) + HXT7(up_strong) + ADH2(up_strong) + MDH3(up_medium) + ENO1(down_strong) + MLS1(up_strong) + FUM1(up_strong) + HXT4(up_medium) + HXT5(up_strong) + SDH3(up_medium) + KGD2(up_medium) + PFK2(down_medium) + LSC2(up_medium) + HXT6(up_strong) + ICL1(up_strong) + PCK1(up_strong), microarray,expression
acetate,SFC1(down) + ACH1(up) + ADH1(down) + CIT1(up_medium) + YAT1(up) + MDH2(up) + ACS1(up) + ACO2(down) + ADH2(up) + MLS1(up) + ACO1(up) + PDC1(down) + CAT2(up) + ACS2(down) + CIT2(up_medium) + ICL1(up), northern_blot,expression
glycerol,SPS19(up_medium) + TES1(up_weak) + PEX5(up_medium) + IDP3(up_medium) + QDR1(up_medium) + PIP2(up_weak) + CTA1(up_medium) + FOX2(up_medium) + CRC1(up_medium) + CIT1(up_medium) + POT1(up_weak) + PXA2(up_medium) + PXA1(up_medium) + PEX11(up_medium) + YJL218W(up_medium) + FAA2(up_weak) + MDH3(up_medium) + CAT2(up_medium) + POX1(up_weak), northern_blot,expression
SKO1 + NaCl,STL1 + TDH2 + HXT1 + GID8 + HXK1 + ADH2 + FAA1 + HXT5 + HXT3 + MAE1 + HXT2 + PGK1 + ENO1 + PYC1 + CIT1 + HXT7 + IDH1 + PFK27 + HXT6, ChIP-chip,tfbinding
oleic_acid + OAF1(ko) + PIP2(ko),YJL218W(down_strong) + IDP3(down_medium) + CTA1(down_medium) + FAA2(down_weak) + CRC1(down_medium) + TES1(down_strong) + SPS19(down_strong) + MDH3(down_medium) + PEX5(down_medium) + PEX11(down_strong) + PIP2(down_strong) + PXA1(down_medium) + CIT2(up_weak) + FOX2(down_strong) + EEB1(down_strong) + POX1(down_strong) + CIT1(down_strong) + CAT2(down_weak) + QDR1(down_medium) + PXA2(down_medium) + IFA38(down_medium) + POT1(down_strong), northern_blot,expression
