input,output,evidence,type
glucose,FBA1(up_weak) + PFK2(up_medium) + PDC1(up_weak) + ENO1(up_medium) + ENO2(up_medium) + ADH1(up_weak) + CDC19(up_medium) + TPI1(up_weak) + LPD1(down_medium) + PGK1(up_weak) + PGM1(up_medium) + PFK1(up_weak)," lacZ ,  northern_blot",expression
lactate + glycerol + GCR2(ko),FBP1(down_weak) + PGK1(down_strong) + PGI1(down_strong) + TPI1(down_strong) + FBA1(down_strong), prot-act,expression
GCR1(ko) + glucose,GLK1(up_strong) + HXT1(down_medium) + ADH2(down_medium) + CIT1(up_strong) + GUT2(up_medium) + NDI1(up_medium) + PCK1(up_medium) + CIT2(up_strong) + HXT2(down_strong) + PGK1(down_medium) + SDH3(up_medium) + CIT3(up_medium) + ENO2(down_strong) + SDH1(up_medium) + HXK1(up_medium) + CDC19(down_strong) + GPM1(down_strong) + FUM1(up_medium) + LPD1(up_medium) + PFK1(down_medium) + IDP2(up_medium) + CYB2(up_medium) + PYC1(up_medium) + FBP1(up_medium) + TPI1(down_medium) + LSC2(up_medium) + DLD3(up_medium) + ENO1(down_strong) + TDH2(down_strong) + FBA1(down_medium) + HXT3(down_medium) + ADH1(down_strong) + MDH1(up_medium) + ACO1(up_medium) + TDH1(up_strong) + SDH2(up_medium) + SDH4(up_medium), microarray,expression
MSN2 + NaCl,GPM1 + HXT6 + ENO1 + HAP1 + CIT2 + GID8 + STL1 + PGK1, ChIP-chip,tfbinding
GCR2(ko) + lactate + glycerol,HXK1(down_weak) + PFK2(down_weak) + ENO1(down_strong) + TDH3(down_strong) + CDC19(down_strong) + TPI1(down_strong) + TDH1(down_medium) + PGI1(down_strong) + TDH2(down_strong) + FBA1(down_strong) + GPM1(down_strong) + ENO2(down_strong) + PGK1(down_strong)," prot-act ,  kPCR ,  northern_blot",expression
lactate + glycerol + GCR1(ko),HXK1(down_medium) + CDC19(down_strong) + PGK1(down_strong) + FBA1(down_strong) + GPM1(down_strong) + TDH1(down_medium) + ENO1(down_strong) + PFK2(down_weak) + TDH3(down_strong) + PGI1(down_strong) + TDH2(down_strong) + TPI1(down_strong) + PFK1(down_weak) + ENO2(down_strong)," northern_blot ,  prot-act ,  kPCR",expression
RAP1 + glucose,HXT1 + FBA1 + ENO1 + SIP4 + HAP1 + YAT1 + PGK1 + GUT1 + TDH3 + GLK1 + MAE1 + PDC1 + YJL045W + PGI1 + OAF1 + HXT5 + FAA1 + DLD1 + TPI1 + GID8 + PFK27 + CRC1 + HAP5 + GPM1 + IDP2, ChIP-chip,tfbinding
RAP1(ko) + glucose,HXT2(down_strong) + SIP4(up_medium) + IDP2(up_medium) + ECI1(up_medium) + CYB2(up_medium) + PGI1(down_medium) + PGK1(down_medium) + HXK2(down_medium) + CIT2(down_medium) + HAP4(up_medium) + ENO1(down_strong), microarray,expression
glycerol + lactate + GCR1(ko),PGI1(down_strong) + TPI1(down_strong) + GPM1(down_strong) + PGK1(down_medium) + FBA1(down_strong), prot-act,expression
UPC2,PGK1 + CIT2, ChIP-chip,tfbinding
RPN4,PGK1 + CIT2, ChIP-chip,tfbinding
glycerol + lactate + GCR1(ko),PGK1(down_medium) + PGI1(down_medium) + ENO2(down_strong) + TDH3(down_strong) + TDH1(down_strong) + GPM1(down_strong) + TPI1(down_strong) + ENO1(down_strong) + FBA1(down_medium) + CDC19(down_strong) + GCR1(down_medium) + TDH2(down_strong), microarray,expression
NaCl + SKN7,PGK1 + HXT6 + HAP4 + PCK1 + TDH3 + CIT1 + POX1 + MDH2 + GID8 + HXK1 + SDH1 + ACO1 + STL1 + PFK27, ChIP-chip,tfbinding
glucose,PGK1(up_strong), author-statement,expression
nfcs,PGK1(down_strong), northern_blot,expression
HSF1,PGK1 + CYB2 + SDH3 + TYE7, consensus,tfbinding
REB1 + RAP1 + ABF1,PGK1(up_strong), northern_blot,expression
RAP1 + GCR1 + ABF1,PGK1, footprinting,tfbinding
RAP1,PGK1," emsa ,  consensus",tfbinding
RAP1 + glucose,PGK1(up_strong), northern_blot,expression
lactate,PGK1(down_weak) + LPD1(up_medium) + PGM1(down_medium) + ADH1(down_weak) + PDC1(down_weak) + FBA1(down_weak) + ENO1(down_medium) + CDC19(down_medium) + PFK1(down_weak) + ENO2(down_medium) + PFK2(down_medium) + TPI1(down_weak)," lacZ ,  northern_blot",expression
glucose + RAP1(ko),PGK1(down_strong), northern_blot,expression
heat_shock + glucose,PGK1(up_strong), northern_blot,expression
GCR1 + RAP1,PGK1(up), mRNA,expression
ABF1 + CBF1 + RAP1 + REB1,PGK1, binding,tfbinding
HSF1,PGK1 + TYE7 + ENO2, ChIP-chip,tfbinding
oleic_acid,PGK1(down_weak) + ENO2(down_medium) + TDH2(down_weak) + DCI1(up_strong) + HXT2(down_medium) + HXT5(down_weak) + TDH3(down_medium) + FAA4(down_medium) + CRC1(up_weak) + PEX11(up_medium) + SPS19(up_strong) + TPI1(down_weak) + FAA2(up_strong) + PEX25(up_weak) + FOX2(up_strong) + PDC5(down_medium) + ENO1(down_medium) + TES1(up_strong) + MDH3(up_weak) + FBA1(down_weak) + POT1(up_weak) + YJL045W(down_medium) + CAT2(up_weak) + PDC1(down_medium) + TDH1(down_medium) + ECI1(up_strong) + YAT1(down_weak) + PXA2(up_medium) + CTA1(up_strong) + IDP3(up_medium) + POX1(up_strong) + PIP2(up_medium), microarray,expression
glucose + GCR1(ko),PGK1(down_medium) + TPI1(down_strong) + PGI1(down_strong) + GPM1(down_strong) + ZWF1(up_weak) + FBA1(down_strong), prot-act,expression
glycerol + lactate + GCR1(ko),PGK1(down_strong), kPCR,expression
selenite + RPN4(ko),PGK1(up_medium) + HXT3(up_medium) + PYC1(down_medium) + GLK1(up_medium) + HXK1(up_strong) + SDH3(up_medium) + MDH2(up_medium) + LSC2(up_medium) + HXT1(down_medium) + CIT1(up_medium) + HXT7(up_medium) + LSC1(up_medium), microarray,expression
HSF1(ko) + heat_shock,SIP4(down) + PGK1(down) + CYB2(down) + TYE7(down) + ENO2(down) + HXT5(down) + SDH3(down) + HXK1(down), microarray,expression
SKO1 + NaCl,STL1 + TDH2 + HXT1 + GID8 + HXK1 + ADH2 + FAA1 + HXT5 + HXT3 + MAE1 + HXT2 + PGK1 + ENO1 + PYC1 + CIT1 + HXT7 + IDH1 + PFK27 + HXT6, ChIP-chip,tfbinding
GCR2(ko) + lactate + glycerol,TDH2(down_medium) + GPM1(down_strong) + FBA1(down_strong) + GUT2(down_medium) + IDH1(down_medium) + PGI1(down_strong) + TDH3(down_medium) + ENO1(down_strong) + TDH1(down_strong) + ENO2(down_strong) + IDH2(down_medium) + TPI1(down_strong) + PFK2(down_medium) + CDC19(down_strong) + PGK1(down_strong), microarray,expression
glycerol + GCR1(ko) + lactate,TPI1(down_strong) + FBA1(down_strong) + FBP1(down_weak) + PGI1(down_strong) + PGK1(down_strong), prot-act,expression
glycerol + GCR1(ko) + lactate,TPI1(down_strong) + TDH1(down_medium) + ENO1(down_strong) + GLK1(up_medium) + HXT4(up_medium) + CDC19(down_strong) + ADH1(down_medium) + PFK1(down_medium) + TDH2(down_strong) + GPM1(down_strong) + FBA1(down_strong) + PGI1(down_medium) + ENO2(down_strong) + TDH3(down_medium) + IDH1(down_medium) + PGK1(down_strong) + IDH2(down_medium), microarray,expression
