input,output,evidence,type
glucose(low) + CAT8(ko) + ADR1(ko),MDH2(down_strong) + MLS1(down_strong) + FBP1(down_strong) + ADY2(down_strong) + ADH2(down_strong) + ACS1(down_strong) + ALD4(down_medium) + POT1(up_weak) + FDH1(down_strong) + CTA1(up_weak) + POX1(down_strong) + FOX2(down_strong) + ATO3(down_strong) + ICL1(down_strong) + JEN1(down_strong) + CYB2(down_weak) + SPG1(up_weak) + SPS19(down_medium), kPCR,expression
SIP4,MDH2 + SFC1 + ICL1 + PCK1 + MLS1, ChIP-chip,tfbinding
glucose,MLS1(down_strong), northern_blot,expression
oleic_acid + OAF3(ko),MLS1(up_medium) + HXT7(down_medium) + CAT2(up_medium) + ICL1(up_medium) + MDH2(up_medium), microarray,expression
sugar(low) + nfcs + CAT8(ko),MLS1(down_strong)," lacZ ,  site-mutation",expression
anaerob,MLS1(down_strong) + STL1(down_strong) + CYB2(down_strong), microarray,expression
sugar(low),MLS1(up_strong), lacZ,expression
ABF1,MLS1, binding,tfbinding
sugar(low) + nfcs + CAT8,MLS1 + ICL1," binding ,  consensus",tfbinding
nfcs,MLS1(up_strong), northern_blot,expression
SIP4,MLS1 + SFC1 + PCK1 + FBP1 + MDH2 + ICL1, review,tfbinding
RTG1(ko) + oleic_acid + RTG2(ko),MLS1(down_strong) + CIT2(down_strong) + CTA1(down_strong) + MDH3(down_strong) + POX1(down_strong) + PEX11(down_strong) + ICL1(down_strong), northern_blot,expression
glucose(low) + CAT8,MLS1 + ADY2 + FBP1, ChIP,tfbinding
MIG1 + glucose,MLS1 + SNF3 + HXT4 + MIG1 + HAP4 + HXT2 + ICL1 + HXT3 + HXK1 + PDC1 + FBP1 + CAT8 + GLK1 + PCK1, review,tfbinding
ethanol + CAT8,PCK1(up) + FBP1(up) + MLS1(up) + SFC1(up) + ICL1(up), site-mutation,expression
rapamycin + GCN2(ko) + GLN3(ko),PDC6(down_medium) + ACS1(down_medium) + CAT2(down_medium) + CIT2(up_medium) + FBP1(down_medium) + ICL1(down_medium) + CTA1(down_medium) + SIP4(down_medium) + MLS1(down_medium) + YAT2(down_strong) + YAT1(down_medium) + CRC1(down_strong) + DAL7(down_medium) + CIT3(down_medium), microarray,expression
RTG2(ko) + oleic_acid,PEX11(down_medium) + MLS1(up_medium) + MDH3(down_weak) + CIT2(down_medium) + POX1(down_medium) + CTA1(down_medium) + ICL1(up_medium), northern_blot,expression
OAF1(ko) + oleic_acid,PEX25(down_weak) + PXA1(down_weak) + POT1(down_weak) + ICL1(up_medium) + OAF1(down_strong) + MLS1(up_medium) + CTA1(down_strong) + FAA2(down_strong) + YAT1(up_weak) + SPS19(down_strong) + MDH2(up_weak) + ADH2(up_weak) + DCI1(down_medium) + CIT3(up_weak) + CIT2(up_medium) + FOX2(down_strong) + IDP3(down_medium) + PIP2(down_medium) + STL1(up_weak) + FAA1(up_weak) + PCK1(up_weak) + TES1(down_strong) + ECI1(down_strong) + ACO2(down_medium) + POX1(down_strong) + PXA2(down_medium) + YAT2(up_weak) + HXT5(up_weak) + YJL045W(up_medium), microarray,expression
ethanol + RDS2,PFK27 + YAT1 + PDC1 + CIT1 + OPI1 + SFC1 + MAE1 + VID24 + MLS1 + SDH4 + PCK1 + IDP2 + GID8 + ACS2 + KGD2 + FBP1 + LSC2 + HAP4 + SIP4, ChIP-chip,tfbinding
RTG1(ko) + oleic_acid,POX1(down_weak) + MLS1(down_strong) + PEX11(down_weak) + MDH3(down_medium) + ICL1(down_medium) + CIT2(down_strong) + CTA1(down_weak), northern_blot,expression
aa_starvation,PYC2(up_medium) + ICL1(up_strong) + CRC1(up_strong) + JEN1(up_medium) + ECI1(up_medium) + PXA2(up_medium) + CAT2(up_medium) + GID8(up_medium) + HXT4(down_medium) + DAL7(up_medium) + YAT2(up_strong) + PCK1(up_medium) + ADH2(up_medium) + SIP4(up_strong) + PIP2(up_medium) + ANT1(up_medium) + IDP2(up_medium) + HXT2(down_medium) + CTA1(up_medium) + ACO2(up_medium) + HAP4(up_medium) + MLS1(up_medium) + FBP1(up_medium), microarray,expression
glucose(low) + HAP1(ko),REG2(down_weak) + STL1(down_medium) + ROX1(down_weak) + PCK1(down_weak) + MLS1(down_medium) + DLD1(down_weak) + CYB2(down_medium), microarray,expression
ethanol + CAT8(ko),REG2(down_medium) + IDP2(down_strong) + MDH2(down_medium) + JEN1(down_strong) + ICL1(down_strong) + DLD1(down_medium) + CRC1(down_strong) + PCK1(down_strong) + ALD6(down_strong) + SFC1(down_strong) + FBP1(down_strong) + STL1(down_medium) + YAT2(down_strong) + ACS1(down_strong) + DAL81(down_medium) + MLS1(down_strong) + CAT2(down_medium) + SIP4(down_strong) + ACH1(down_medium)," microarray ,  northern_blot ,  proteomics",expression
HXK2(ko) + glucose + HAP4(oe),SDH4(up_strong) + IDH1(up_medium) + HXT1(down_strong) + HXK2(down_strong) + SDH1(up_medium) + ACS1(up_strong) + MDH1(up_medium) + MDH2(up_strong) + CIT1(up_medium) + TDH1(down_medium) + IDP2(up_strong) + CAT2(up_strong) + CIT3(up_strong) + PFK1(down_medium) + ALD4(up_strong) + SDH2(up_strong) + HXK1(up_medium) + FBP1(up_strong) + PDC5(down_medium) + GLK1(up_medium) + HXT7(up_strong) + ADH2(up_strong) + MDH3(up_medium) + ENO1(down_strong) + MLS1(up_strong) + FUM1(up_strong) + HXT4(up_medium) + HXT5(up_strong) + SDH3(up_medium) + KGD2(up_medium) + PFK2(down_medium) + LSC2(up_medium) + HXT6(up_strong) + ICL1(up_strong) + PCK1(up_strong), microarray,expression
CAT8 + gluc_depl,SFC1 + FBP1 + CAT2 + ACS1 + YAT2 + ADH2 + MDH2 + ICL1 + MLS1 + ALD6 + DLD1 + ACH1 + JEN1 + PCK1 + REG2 + IDP2, ChIP-chip,tfbinding
CAT8,SFC1 + ICL1 + FBP1 + PCK1 + MDH2 + MLS1, review,tfbinding
acetate,SFC1(down) + ACH1(up) + ADH1(down) + CIT1(up_medium) + YAT1(up) + MDH2(up) + ACS1(up) + ACO2(down) + ADH2(up) + MLS1(up) + ACO1(up) + PDC1(down) + CAT2(up) + ACS2(down) + CIT2(up_medium) + ICL1(up), northern_blot,expression
glucose(low) + ADR1(ko),SPS19(down_strong) + FDH1(down_strong) + FOX2(down_medium) + SPG1(down_medium) + CTA1(down_weak) + FBP1(down_weak) + ADY2(down_strong) + POX1(down_strong) + ALD4(down_medium) + ACS1(down_medium) + ADH2(down_strong) + MDH2(up_weak) + CYB2(down_medium) + MLS1(up_medium) + JEN1(down_weak) + ATO3(down_strong) + POT1(down_medium), kPCR,expression
rapamycin + GCN4(ko),YAT2(down_weak) + ICL1(down_medium) + SIP4(down_weak) + CAT2(down_weak) + DAL7(up_medium) + MLS1(up_weak) + CTA1(down_weak) + POX1(down_medium), microarray,expression
