input,output,evidence,type
glucose + HAP4(oe),MDH2(up_medium) + HXT4(down_medium) + TDH1(down_medium) + SDH3(up_medium) + SDH2(up_medium) + HXK1(down_strong) + MDH3(up_medium) + KGD2(up_medium) + SDH4(up_medium) + MDH1(up_medium) + SDH1(up_medium), microarray,expression
RSF2(ko) + glycerol,PCK1(down_medium) + CIT3(down_medium) + PFK27(up_weak) + FBP1(down_weak) + ACH1(down_strong) + SFC1(down_medium) + HAP4(down_medium) + HXT1(up_weak) + SDH3(down_weak), microarray,expression
HSF1,PGK1 + CYB2 + SDH3 + TYE7, consensus,tfbinding
selenite + RPN4(ko),PGK1(up_medium) + HXT3(up_medium) + PYC1(down_medium) + GLK1(up_medium) + HXK1(up_strong) + SDH3(up_medium) + MDH2(up_medium) + LSC2(up_medium) + HXT1(down_medium) + CIT1(up_medium) + HXT7(up_medium) + LSC1(up_medium), microarray,expression
ethanol,SDH1(up_strong) + YJL045W(up_weak) + SDH2(up_strong) + CYB2(up_strong) + SDH3(up_medium) + SDH4(up_strong), microarray,expression
glycerol,SDH2(up_medium) + CYB2(up_strong) + SDH1(up_strong) + SDH3(up_weak), microarray,expression
glucose,SDH2(down_strong) + SDH3(down) + SDH4(down) + SDH1(down_strong), review,expression
glucose,SDH3(down_medium) + SDH1(down_medium), lacZ,expression
RSF1(ko) + glycerol,SDH3(down_medium) + YJL045W(up_strong) + SDH1(down_weak), microarray,expression
galactose,SDH3(up_medium) + SDH1(up_medium), lacZ,expression
NO,SDH3(down_strong) + ACH1(down_medium) + SDH2(down_strong) + CYB2(down_strong) + ACO1(down_medium) + SDH4(down_strong) + SDH1(down_strong) + CTA1(down_strong), microarray,expression
HAP2/3/4/5(ko) + galactose,SDH3(down_strong) + SDH4(down_strong) + SDH1(down_strong)," northern_blot ,  lacZ",expression
HXK2(ko) + glucose + HAP4(oe),SDH4(up_strong) + IDH1(up_medium) + HXT1(down_strong) + HXK2(down_strong) + SDH1(up_medium) + ACS1(up_strong) + MDH1(up_medium) + MDH2(up_strong) + CIT1(up_medium) + TDH1(down_medium) + IDP2(up_strong) + CAT2(up_strong) + CIT3(up_strong) + PFK1(down_medium) + ALD4(up_strong) + SDH2(up_strong) + HXK1(up_medium) + FBP1(up_strong) + PDC5(down_medium) + GLK1(up_medium) + HXT7(up_strong) + ADH2(up_strong) + MDH3(up_medium) + ENO1(down_strong) + MLS1(up_strong) + FUM1(up_strong) + HXT4(up_medium) + HXT5(up_strong) + SDH3(up_medium) + KGD2(up_medium) + PFK2(down_medium) + LSC2(up_medium) + HXT6(up_strong) + ICL1(up_strong) + PCK1(up_strong), microarray,expression
galactose + HAP2/3/4/5,SDH4(up) + SDH2(up_medium) + SDH3(up_medium) + SDH1(up_medium), review,expression
HSF1(ko) + heat_shock,SIP4(down) + PGK1(down) + CYB2(down) + TYE7(down) + ENO2(down) + HXT5(down) + SDH3(down) + HXK1(down), microarray,expression
