input,output,evidence,type
PHO2,TDH3 + IDH1, ChIP-chip,tfbinding
ox_stress + YAP1(ko),TDH3(up_weak) + PDC1(up_medium) + TDH1(up_weak) + TDH2(up_weak) + ADH2(up_weak) + FBA1(up_medium) + PDC6(up_medium), microarray,expression
ethanol,TDH3(down_medium) + TDH2(down_medium) + TDH1(down_medium)," 2d-gel ,  prot-act",expression
RAP1 + GCR1,TDH3, site-mutation,tfbinding
HSF1,TDH3 + HXT3 + GPM1, ChIP-chip,tfbinding
glucose + ABF1,TDH3, ChIP-chip,tfbinding
YAP1,TDH3 + FAA4, ChIP-chip,tfbinding
HSF1,TDH3 + DAL7 + ENO2 + GPM1, ChIP-chip,tfbinding
OAF1 + oleic_acid,TDH3 + PDC1 + SDH4 + CTA1 + ANT1 + CIT3 + HAP3 + PEX11 + GUT2 + ICL1 + ACO1 + FBP1 + FBA1 + PIP2, ChIP-chip,tfbinding
glycerol + GCR1(ko) + lactate,TPI1(down_strong) + TDH1(down_medium) + ENO1(down_strong) + GLK1(up_medium) + HXT4(up_medium) + CDC19(down_strong) + ADH1(down_medium) + PFK1(down_medium) + TDH2(down_strong) + GPM1(down_strong) + FBA1(down_strong) + PGI1(down_medium) + ENO2(down_strong) + TDH3(down_medium) + IDH1(down_medium) + PGK1(down_strong) + IDH2(down_medium), microarray,expression
aa_starvation,TPI1(down_medium) + HXK2(up_medium) + ENO2(down_medium) + ADH1(down_medium) + PFK2(up_medium) + FBA1(down_medium) + TDH3(down_medium) + MAE1(up_medium) + ADH5(up_medium) + PDC1(down_medium)," 2d-gel ,  MS",expression
FHL1,YAT1 + DLD1 + TDH3 + CIT2 + FAA4 + GLK1 + ADR1 + TPI1 + PCK1 + ACO1 + PDC1 + GPM1 + TES1 + PGI1 + GUT1 + GUT2 + ENO1 + HAP1 + MAE1 + GID8, ChIP-chip,tfbinding
