input,output,evidence,type
glycerol + glucose + lactate,KGD2(down_strong) + CIT1(down_medium) + IDP2(down_strong) + ACO1(down_strong) + FUM1(down_strong) + GUT2(down_strong) + MDH1(down_strong) + GUT1(down_strong) + KGD1(down_strong) + IDP1(down_medium) + PDC1(up_medium) + SDH4(down_strong) + YJL045W(down_medium) + SDH2(down_strong) + LSC1(down_strong) + LPD1(down_weak) + SDH1(down_strong) + CIT3(down_weak) + SDH3(down_strong) + CYB2(down_strong) + LSC2(down_strong) + IDH2(down_strong) + JEN1(down_strong) + ACO2(up_weak), microarray,expression
glucose + HAP4(oe),MDH2(up_medium) + HXT4(down_medium) + TDH1(down_medium) + SDH3(up_medium) + SDH2(up_medium) + HXK1(down_strong) + MDH3(up_medium) + KGD2(up_medium) + SDH4(up_medium) + MDH1(up_medium) + SDH1(up_medium), microarray,expression
dys_mit,PEX11(up_medium) + SDH2(down_weak) + ACS1(up_medium) + JEN1(up_medium) + ADH2(up_medium) + PYC1(up_medium) + SDH1(down_medium) + MDH1(down_medium) + HAP4(down_medium) + DLD1(up_medium) + SPS19(up_medium) + CIT3(up_strong) + CIT2(up_strong) + PXA1(up_medium) + CRC1(up_medium), microarray,expression
dys_mit,PYC1(up_medium) + CIT3(up_strong) + DLD1(up_medium) + CRC1(up_medium) + MDH1(down_medium) + PEX11(up_medium) + ACS1(up_medium) + SDH2(down_weak) + SPS19(up_medium) + JEN1(up_medium) + SDH1(down_medium) + ADH2(up_medium) + CIT2(up_strong) + HAP4(down_medium) + PXA1(up_medium), microarray,expression
ethanol,SDH1(up_strong) + YJL045W(up_weak) + SDH2(up_strong) + CYB2(up_strong) + SDH3(up_medium) + SDH4(up_strong), microarray,expression
HAP2/3/4/5(ko) + glycerol,SDH1(down_strong) + SDH2(down_strong)," northern_blot ,  lacZ",expression
glycerol,SDH2(up_strong) + SDH1(up_strong)," northern_blot ,  lacZ",expression
HAP2/3/4/5,SDH2 + SDH1, consensus,tfbinding
glycerol,SDH2(up_medium) + CYB2(up_strong) + SDH1(up_strong) + SDH3(up_weak), microarray,expression
glucose,SDH2(down_strong) + SDH3(down) + SDH4(down) + SDH1(down_strong), review,expression
glucose,SDH2(down_strong) + SDH1(down_strong)," northern_blot ,  lacZ",expression
NO,SDH3(down_strong) + ACH1(down_medium) + SDH2(down_strong) + CYB2(down_strong) + ACO1(down_medium) + SDH4(down_strong) + SDH1(down_strong) + CTA1(down_strong), microarray,expression
HXK2(ko) + glucose + HAP4(oe),SDH4(up_strong) + IDH1(up_medium) + HXT1(down_strong) + HXK2(down_strong) + SDH1(up_medium) + ACS1(up_strong) + MDH1(up_medium) + MDH2(up_strong) + CIT1(up_medium) + TDH1(down_medium) + IDP2(up_strong) + CAT2(up_strong) + CIT3(up_strong) + PFK1(down_medium) + ALD4(up_strong) + SDH2(up_strong) + HXK1(up_medium) + FBP1(up_strong) + PDC5(down_medium) + GLK1(up_medium) + HXT7(up_strong) + ADH2(up_strong) + MDH3(up_medium) + ENO1(down_strong) + MLS1(up_strong) + FUM1(up_strong) + HXT4(up_medium) + HXT5(up_strong) + SDH3(up_medium) + KGD2(up_medium) + PFK2(down_medium) + LSC2(up_medium) + HXT6(up_strong) + ICL1(up_strong) + PCK1(up_strong), microarray,expression
galactose + HAP2/3/4/5,SDH4(up) + SDH2(up_medium) + SDH3(up_medium) + SDH1(up_medium), review,expression
