mets	metNames	resp_unreg	resp_reg	ferm_unreg	ferm_reg	FC_resp	FC_ferm	FC_reg	FC_unreg
OAA[c]	oxaloacetate	0.183288715200001	0.301863859080798	0.789594965873551	0.825222728450744	1.64693095672262	1.04512156753403	2.73375796282343	4.30793006002556
GAL[c]	galactose	5e-16	5e-16	5e-16	5e-16	1	1	1	1
GALP[c]	D-galactose 1-phosphate	5e-16	5e-16	5e-16	5e-16	1	1	1	1
GALUDP[c]	UDP-D-galactose	0	0	0	0	1	1	1	1
GLUUDP[c]	UDP-glucose	0	0	0	0	1	1	1	1
G1P[c]	D-glucose 1-phosphate	0	0	0	4.9960036108132e-16	1	1.49960036108132	1.49960036108132	1
Glyoxylate[m]	Glyoxylate	0.0141174000000001	0.0141173999999999	2.94949264499034e-05	0.00285780021711719	0.999999999999986	96.8912474447163	0.202431057922706	0.00208926051899791
Succinyl-CoA[m]	succinyl-CoA	0.718871759002714	0.799538916931233	0.595926873440892	0.388999487238903	1.11221355814621	0.652763794646168	0.486529772349231	0.828975218427856
H2O[m]	H2O	10.1463837775898	11.1835171698702	15.8519811313599	13.9301646406359	1.10221704747371	0.878764901699123	1.24559782303241	1.56232816329814
H2O[c]	H2O	10.1082184297945	11.0646872378276	33.2340868725756	32.9079735848538	1.09462288678032	0.990187385350104	2.97414403837363	3.28782832537694
HCO3[c]	HCO3	0.1832887152	0.301863859080797	0.789594965873549	0.825222728450743	1.64693095672263	1.04512156753403	2.73375796282344	4.30793006002558
