rxns	rxnNames	netFlux	ratio	futileFlux	netFlux_reg	ratio_reg	futileFlux_reg
MLS1	malate synthase	2.94949264499034e-05	0	0	0.00285780021711719	0	0
NCE	CO2 dissociation	0.789594965873549	1.26647210686516e-15	9.99200722162641e-16	0.825222728450743	1.21179405937762e-15	9.99200722162641e-16
NDE2	NADH dehydrogenase, cytosolic/mitochondrial	1e-15	0	0	0.262571612651112	0	0
NDI1	NADH:ubiquinone oxidoreductase	7.88446524343671	0	0	6.78748380813068	0	0
OAC1	Mitochondrial oxaloacetate transport protein	0.0564401050735492	1.77178975605528e-14	9.99200722162641e-16	0.0536117997828819	1.8652610135265e-14	9.99200722162641e-16
OAC1Rev	Mitochondrial oxaloacetate transport protein	1e-15	0	0	1e-15	0	0
PCK	Phosphoenolpyruvate carboxykinase	1e-15	0	0	0.0384560678678614	0	0
PDC	Pyruvate decarboxylase	15.2853263821094	0	0	16.6797588094911	0	0
PDH	pyruvate dehydrogenase	1.39268746329379	0	0	1.19141668767314	0	0
PFK	Phosphofructokinase	9.35764362643838	0	0	9.99696127838179	0	0
PGI	Glucose-6-phosphate isomerase	9.29785482643838	1.07551690004506e-16	1.77635683940025e-15	9.81617334054786	1.0187269165972e-16	1.77635683940025e-15
PGK	Phosphoglycerate kinase	18.6305175728768	5.36753740784876e-17	0	19.8208509193472	0.0549711505730821	1.15295419926575
PGL	6-phosphogluconolactonase	0.75979	0	0	0.856957790950844	0	0
PGM1_2	phosphoglucomutase	0	1	1e-15	-9.99200722162641e-16	1	0.480945539261597
PIIn	Uptake of Phosphate	0.0908054000000043	0	0	0.0908053999999936	0	0
PIOut	Production of Phosphate	0	1	1e-15	0	1	1e-15
PYC	pyruvate carboxylase	0.78959496587355	0	0	0.825222728450744	0	0
PyrOut	Pyruvate production	0.055	0	0	0.055	0	0
PyrTrans	Transport of pyruvate, mitochondrial	2.07003622489379	4.83083333506064e-16	8.88178419700125e-16	1.86876544927314	5.3511263298931e-16	1.11022302462516e-15
PyrTransRev	Transport of pyruvate, mitochondrial	1e-15	0	0	1e-15	0	0
RIP1	ubiquinol:ferricytochrome c reductase	8.48042161180405	0	0	7.44191270823781	0	0
RPE	ribulose 5-phosphate 3-epimerase	0.382948799999999	2.61131514186753e-15	9.99200722162641e-16	0.447727327300562	2.23350226583041e-15	9.99200722162641e-16
RPI	ribose-5-phosphate isomerase	0.357959439999999	2.79361259476772e-15	9.99200722162641e-16	0.39034870365028	2.56181201743125e-15	9.99200722162641e-16
SDH	Succinate dehydrogenase	0.595956368367341	0	0	0.39185728745602	0	0
ShuttleX	NAD(H) shuttle	4.46864295076734	2.23781584480426e-16	8.88178419700125e-16	4.18805783910659	2.38774161775503e-16	8.88178419700125e-16
ShuttleXRev	NAD(H) shuttle	1e-15	0	0	1e-15	0	0
TAL1	Transaldolase	0.250841999999999	3.98657322139036e-15	9.99200722162641e-16	0.28323126365028	3.53068367916738e-15	9.99200722162641e-16
TKLa	transketolase 1	0.250841999999999	3.98657322139036e-15	9.99200722162641e-16	0.28323126365028	3.53068367916738e-15	9.99200722162641e-16
TKLb	transketolase 2	0.132106799999999	7.56963305446805e-15	9.99200722162641e-16	0.16449606365028	6.07917282522944e-15	9.99200722162641e-16
TPI	triose-phosphate isomerase	9.34776594643838	1.06977432439995e-16	1.77635683940025e-15	9.92261298784843	1.00779905577758e-16	1.77635683940025e-15
VGro_DNA	DNA synthesis for growth	0.0048	0	0	0.0048	0	0
VGro_GLUCAN	Glucan synthesis for growth	0.45392	0	0	0.45392	0	0
VGro_GLYCOGEN	Glycogen synthesis for growth	0.2074	0	0	0.2074	0	0
VGro_LIPID	Lipid synthesis for growth	0.01076	0	0	0.01076	0	0
VGro_MAINTAIN	GAM	10	0	0	10	0	0
VGro_MANNAN	Mannan synthesis for growth	0.32316	0	0	0.32316	0	0
VGro_PROT	Protein synthesis for growth	1.656	0	0	1.656	0	0
VGro_RNA	RNA synthesis for growth	0.07864	0	0	0.07864	0	0
VGro_TREHALOSE	Trehalose synthesis for growth	0.00936	0	0	0.00936	0	0
ZWF	glucose 6-phosphate dehydrogenase	0.75979	0	0	0.856957790950844	0	0
acIN	Uptake of acetate	0	1	1e-15	0	1	1e-15
acOUT	Production of acetate	0.682	0	0	0.682	0	0
biomassOUT	Production of biomass	0.399999999999999	2.5e-15	9.99200722162641e-16	0.399999999999999	2.5e-15	9.99200722162641e-16
co2OUT	Production of CO2	18.9409624664114	5.27956275597574e-17	0	19.82026544201	5.04534110769502e-17	0
ethIN	Uptake of ethanol	0	1	1e-15	0	1	1e-15
ethOUT	Production of ethanol	14.4053423821094	0	0	15.7997748094911	0	0
galIN	Uptake of galactose	0	1	1e-15	0	1	1e-15
glcIN	Uptake of glucose	10.7398045464383	9.31115641514757e-17	1.77635683940025e-15	11.3552908514987	8.80646751437474e-17	1.77635683940025e-15
gluActiveIn	Active uptake of glucose	1e-15	0	0	1e-15	0	0
glyOUT	Production of glycerol	0	1	1e-15	0.008249999999999	1.21212121212121e-13	9.99200722162641e-16
o2IN	Uptake of O2	4.31667336590203	2.31659872136523e-16	8.88178419700125e-16	3.7974189141189	2.63336761788902e-16	8.88178419700125e-16
