enzymes	subSystems	D_0	D_005	D_01	D_015	D_02	D_025	D_03	D_035	D_04	D_045	D_05	D_055	D_06	D_065	D_07	D_075	D_08	D_085	D_09	D_095	D_1	D_105	D_11	D_115	D_12	D_125	D_13	D_135	D_14	D_145	D_15	D_155	D_16	D_165	D_17	D_175	D_18	D_185	D_19	D_195	D_2	D_205	D_21	D_215	D_22	D_225	D_23	D_235	D_24	D_245	D_25	D_255	D_26	D_265	D_27	D_275	D_28	D_285	D_29	D_295	D_3	D_305	D_31	D_315	D_32	D_325	D_33	D_335	D_34	D_345	D_35	D_355	D_36	D_365	D_37	D_375	D_38	D_385	D_39	D_395	D_4
P00425	Oxidative Phosphorylation	0.006231	0.006093	0.006018	0.005972	0.00594	0.005917	0.0059	0.005887	0.005877	0.005869	0.005863	0.005857	0.005853	0.005849	0.005846	0.005844	0.005842	0.00584	0.005839	0.005837	0.005837	0.005836	0.005835	0.005835	0.005835	0.005835	0.005835	0.005835	0.005835	0.005835	0.005835	0.005836	0.005836	0.005836	0.005837	0.005837	0.005838	0.005839	0.005839	0.00584	0.005841	0.005841	0.005842	0.005843	0.005843	0.005844	0.005845	0.005846	0.005847	0.005847	0.005848	0.005849	0.00585	0.005851	0.005852	0.005852	0.005853	0.005841	0.00572	0.005608	0.005469	0.005331	0.005194	0.005058	0.004923	0.004788	0.004654	0.004521	0.004389	0.004258	0.004127	0.003997	0.003868	0.00374	0.003613	0.003486	0.00336	0.003236	0.003111	0.002988	0.002866
P00427	Oxidative Phosphorylation	0.006283	0.006145	0.006069	0.006022	0.00599	0.005967	0.00595	0.005937	0.005927	0.005919	0.005912	0.005907	0.005902	0.005898	0.005895	0.005893	0.005891	0.005889	0.005888	0.005887	0.005886	0.005885	0.005884	0.005884	0.005884	0.005884	0.005884	0.005884	0.005884	0.005884	0.005884	0.005885	0.005885	0.005886	0.005886	0.005887	0.005887	0.005888	0.005888	0.005889	0.00589	0.00589	0.005891	0.005892	0.005893	0.005893	0.005894	0.005895	0.005896	0.005897	0.005897	0.005898	0.005899	0.0059	0.005901	0.005902	0.005903	0.005891	0.005769	0.005655	0.005515	0.005376	0.005238	0.005101	0.004964	0.004828	0.004693	0.004559	0.004426	0.004293	0.004162	0.004031	0.003901	0.003772	0.003643	0.003516	0.003389	0.003263	0.003138	0.003013	0.00289
P00549	Glycolysis	0.004923	0.005602	0.005969	0.006198	0.006353	0.006464	0.006546	0.00661	0.006659	0.006699	0.006731	0.006757	0.006778	0.006796	0.006811	0.006823	0.006833	0.006841	0.006848	0.006853	0.006858	0.006861	0.006864	0.006866	0.006867	0.006868	0.006868	0.006867	0.006867	0.006866	0.006864	0.006863	0.006861	0.006858	0.006856	0.006853	0.006851	0.006848	0.006845	0.006842	0.006838	0.006835	0.006831	0.006828	0.006824	0.00682	0.006817	0.006813	0.006809	0.006805	0.006801	0.006797	0.006793	0.006789	0.006784	0.00678	0.006776	0.007166	0.008516	0.009475	0.010664	0.011846	0.013022	0.01419	0.015351	0.016505	0.017652	0.018792	0.019925	0.021051	0.022169	0.023281	0.024385	0.025483	0.026573	0.027656	0.028732	0.029801	0.030863	0.031918	0.032966
P00560	Glycolysis // Glycolysis	0.001746	0.002054	0.002221	0.002325	0.002396	0.002446	0.002484	0.002513	0.002535	0.002553	0.002568	0.00258	0.002589	0.002598	0.002604	0.00261	0.002614	0.002618	0.002621	0.002624	0.002626	0.002627	0.002628	0.002629	0.00263	0.00263	0.00263	0.00263	0.00263	0.002629	0.002628	0.002628	0.002627	0.002626	0.002625	0.002624	0.002622	0.002621	0.00262	0.002618	0.002617	0.002615	0.002614	0.002612	0.00261	0.002609	0.002607	0.002605	0.002603	0.002601	0.0026	0.002598	0.002596	0.002594	0.002592	0.00259	0.002588	0.002728	0.00321	0.003553	0.003978	0.0044	0.00482	0.005238	0.005653	0.006065	0.006475	0.006883	0.007287	0.00769	0.00809	0.008487	0.008882	0.009274	0.009664	0.010052	0.010436	0.010819	0.011199	0.011576	0.011951
P00830	Oxidative Phosphorylation	0.049689	0.048566	0.047955	0.047575	0.047318	0.047133	0.046996	0.046891	0.046808	0.046742	0.046689	0.046645	0.04661	0.04658	0.046556	0.046536	0.046519	0.046505	0.046494	0.046485	0.046478	0.046472	0.046468	0.046465	0.046463	0.046462	0.046461	0.046462	0.046463	0.046465	0.046467	0.04647	0.046473	0.046477	0.046481	0.046485	0.04649	0.046494	0.046499	0.046505	0.04651	0.046516	0.046522	0.046528	0.046534	0.04654	0.046546	0.046553	0.046559	0.046566	0.046573	0.046579	0.046586	0.046593	0.0466	0.046607	0.046614	0.046576	0.0457	0.044803	0.043696	0.042595	0.0415	0.040412	0.039331	0.038255	0.037187	0.036124	0.035069	0.034019	0.032976	0.03194	0.03091	0.029886	0.028869	0.027859	0.026854	0.025857	0.024865	0.02388	0.022902
P00854	Oxidative Phosphorylation	0.026388	0.025792	0.025467	0.025265	0.025129	0.025031	0.024958	0.024902	0.024858	0.024823	0.024795	0.024772	0.024753	0.024737	0.024724	0.024713	0.024705	0.024697	0.024691	0.024686	0.024683	0.02468	0.024677	0.024676	0.024675	0.024674	0.024674	0.024674	0.024675	0.024676	0.024677	0.024678	0.02468	0.024682	0.024684	0.024686	0.024689	0.024691	0.024694	0.024697	0.0247	0.024703	0.024706	0.024709	0.024712	0.024716	0.024719	0.024722	0.024726	0.024729	0.024733	0.024736	0.02474	0.024744	0.024747	0.024751	0.024755	0.024735	0.02427	0.023793	0.023205	0.02262	0.022039	0.021461	0.020887	0.020316	0.019748	0.019184	0.018624	0.018066	0.017512	0.016962	0.016415	0.015871	0.015331	0.014795	0.014261	0.013731	0.013205	0.012682	0.012162
P00856	Oxidative Phosphorylation	0.00528	0.00516	0.005096	0.005055	0.005028	0.005008	0.004994	0.004982	0.004974	0.004967	0.004961	0.004956	0.004953	0.004949	0.004947	0.004945	0.004943	0.004942	0.00494	0.004939	0.004939	0.004938	0.004938	0.004937	0.004937	0.004937	0.004937	0.004937	0.004937	0.004937	0.004937	0.004938	0.004938	0.004938	0.004939	0.004939	0.00494	0.00494	0.004941	0.004941	0.004942	0.004943	0.004943	0.004944	0.004945	0.004945	0.004946	0.004947	0.004947	0.004948	0.004949	0.004949	0.00495	0.004951	0.004952	0.004952	0.004953	0.004949	0.004856	0.004761	0.004643	0.004526	0.00441	0.004294	0.004179	0.004065	0.003951	0.003838	0.003726	0.003615	0.003504	0.003394	0.003284	0.003176	0.003068	0.00296	0.002853	0.002747	0.002642	0.002537	0.002434
P00890	TCA	0.007907	0.007276	0.006933	0.00672	0.006576	0.006472	0.006395	0.006336	0.006289	0.006252	0.006223	0.006198	0.006178	0.006162	0.006148	0.006137	0.006127	0.00612	0.006113	0.006108	0.006104	0.006101	0.006098	0.006097	0.006096	0.006095	0.006095	0.006095	0.006096	0.006097	0.006098	0.0061	0.006102	0.006104	0.006106	0.006108	0.006111	0.006113	0.006116	0.006119	0.006122	0.006125	0.006129	0.006132	0.006135	0.006139	0.006143	0.006146	0.00615	0.006154	0.006157	0.006161	0.006165	0.006169	0.006173	0.006177	0.00618	0.006034	0.005707	0.005542	0.005344	0.005147	0.004951	0.004756	0.004562	0.004369	0.004177	0.003987	0.003797	0.003608	0.00342	0.003234	0.003048	0.002863	0.00268	0.002497	0.002315	0.002135	0.001955	0.001777	0.001599
P00924	Glycolysis // Glycolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00925	Glycolysis // Glycolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00942	Glycolysis // Glycolysis	3.2e-05	3.8e-05	4.1e-05	4.3e-05	4.4e-05	4.5e-05	4.6e-05	4.6e-05	4.7e-05	4.7e-05	4.7e-05	4.7e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	4.8e-05	5.1e-05	6e-05	6.7e-05	7.5e-05	8.2e-05	9e-05	9.8e-05	0.000106	0.000113	0.000121	0.000128	0.000136	0.000143	0.000151	0.000158	0.000165	0.000173	0.00018	0.000187	0.000194	0.000201	0.000208	0.000215	0.000222
P00950	Glycolysis // Glycolysis	0.001004	0.001181	0.001277	0.001337	0.001378	0.001407	0.001428	0.001445	0.001458	0.001468	0.001477	0.001483	0.001489	0.001494	0.001497	0.001501	0.001503	0.001505	0.001507	0.001509	0.00151	0.001511	0.001511	0.001512	0.001512	0.001512	0.001512	0.001512	0.001512	0.001512	0.001511	0.001511	0.00151	0.00151	0.001509	0.001509	0.001508	0.001507	0.001506	0.001505	0.001505	0.001504	0.001503	0.001502	0.001501	0.0015	0.001499	0.001498	0.001497	0.001496	0.001495	0.001494	0.001493	0.001492	0.001491	0.001489	0.001488	0.001568	0.001846	0.002043	0.002287	0.00253	0.002772	0.003012	0.00325	0.003488	0.003723	0.003958	0.00419	0.004422	0.004652	0.00488	0.005107	0.005333	0.005557	0.00578	0.006001	0.006221	0.006439	0.006656	0.006872
P04037	Oxidative Phosphorylation	0.006211	0.006074	0.005999	0.005953	0.005921	0.005899	0.005882	0.005869	0.005859	0.005851	0.005844	0.005839	0.005834	0.005831	0.005828	0.005825	0.005823	0.005822	0.00582	0.005819	0.005818	0.005817	0.005817	0.005817	0.005816	0.005816	0.005816	0.005816	0.005816	0.005817	0.005817	0.005817	0.005818	0.005818	0.005819	0.005819	0.00582	0.00582	0.005821	0.005821	0.005822	0.005823	0.005824	0.005824	0.005825	0.005826	0.005827	0.005827	0.005828	0.005829	0.00583	0.005831	0.005831	0.005832	0.005833	0.005834	0.005835	0.005823	0.005702	0.00559	0.005452	0.005315	0.005178	0.005042	0.004907	0.004773	0.00464	0.004507	0.004375	0.004244	0.004114	0.003985	0.003856	0.003728	0.003601	0.003475	0.00335	0.003225	0.003102	0.002979	0.002857
P04039	Oxidative Phosphorylation	0.006454	0.006312	0.006234	0.006186	0.006153	0.006129	0.006112	0.006098	0.006088	0.00608	0.006073	0.006067	0.006063	0.006059	0.006056	0.006053	0.006051	0.006049	0.006048	0.006047	0.006046	0.006045	0.006045	0.006044	0.006044	0.006044	0.006044	0.006044	0.006044	0.006044	0.006044	0.006045	0.006045	0.006046	0.006046	0.006047	0.006047	0.006048	0.006049	0.006049	0.00605	0.006051	0.006051	0.006052	0.006053	0.006054	0.006055	0.006055	0.006056	0.006057	0.006058	0.006059	0.00606	0.006061	0.006061	0.006062	0.006063	0.006051	0.005925	0.005809	0.005665	0.005523	0.005381	0.00524	0.005099	0.00496	0.004821	0.004683	0.004546	0.00441	0.004275	0.004141	0.004007	0.003874	0.003742	0.003611	0.003481	0.003352	0.003223	0.003095	0.002968
P04385	Galactose metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P04397	Galactose metabolism // Galactose metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P04806	Glycolysis	0.002054	0.002968	0.003463	0.003771	0.003979	0.004128	0.00424	0.004325	0.004392	0.004446	0.004489	0.004524	0.004553	0.004577	0.004596	0.004613	0.004626	0.004637	0.004646	0.004654	0.00466	0.004664	0.004668	0.00467	0.004672	0.004673	0.004673	0.004673	0.004672	0.00467	0.004668	0.004666	0.004663	0.00466	0.004657	0.004654	0.00465	0.004646	0.004642	0.004638	0.004633	0.004629	0.004624	0.004619	0.004614	0.004609	0.004604	0.004599	0.004594	0.004588	0.004583	0.004577	0.004572	0.004566	0.004561	0.004555	0.004549	0.004689	0.005244	0.005674	0.0062	0.006724	0.007245	0.007762	0.008277	0.008789	0.009298	0.009803	0.010306	0.010806	0.011303	0.011797	0.012288	0.012777	0.013262	0.013744	0.014223	0.0147	0.015173	0.015643	0.016111
P04807	Glycolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05626	Oxidative Phosphorylation	0.024416	0.023865	0.023565	0.023378	0.023251	0.023161	0.023093	0.023041	0.023001	0.022968	0.022942	0.022921	0.022903	0.022889	0.022877	0.022867	0.022859	0.022852	0.022847	0.022842	0.022839	0.022836	0.022834	0.022832	0.022831	0.022831	0.022831	0.022831	0.022831	0.022832	0.022833	0.022835	0.022836	0.022838	0.02284	0.022842	0.022844	0.022847	0.022849	0.022852	0.022854	0.022857	0.02286	0.022863	0.022866	0.022869	0.022872	0.022875	0.022879	0.022882	0.022885	0.022888	0.022892	0.022895	0.022899	0.022902	0.022905	0.022887	0.022457	0.022016	0.021472	0.020931	0.020393	0.019858	0.019327	0.018798	0.018273	0.017751	0.017232	0.016717	0.016204	0.015695	0.015189	0.014686	0.014186	0.013689	0.013196	0.012706	0.012218	0.011735	0.011254
P06169	Anaerobic excretion	3e-06	0.000372	0.000574	0.0007	0.000785	0.000845	0.000891	0.000926	0.000953	0.000975	0.000992	0.001006	0.001018	0.001028	0.001036	0.001043	0.001048	0.001053	0.001056	0.001059	0.001062	0.001064	0.001065	0.001066	0.001067	0.001067	0.001067	0.001067	0.001067	0.001066	0.001065	0.001064	0.001063	0.001062	0.001061	0.001059	0.001058	0.001056	0.001055	0.001053	0.001051	0.001049	0.001047	0.001045	0.001043	0.001041	0.001039	0.001037	0.001035	0.001033	0.001031	0.001028	0.001026	0.001024	0.001022	0.001019	0.001017	0.00298	0.009338	0.013614	0.018952	0.024258	0.029531	0.034771	0.039979	0.045154	0.050297	0.055407	0.060485	0.06553	0.070542	0.075522	0.080469	0.085384	0.090266	0.095115	0.099932	0.104716	0.109468	0.114187	0.118873
P07143	Oxidative Phosphorylation	0.038895	0.038038	0.037569	0.037277	0.037079	0.036938	0.036832	0.036751	0.036688	0.036637	0.036596	0.036563	0.036536	0.036513	0.036494	0.036479	0.036466	0.036456	0.036447	0.03644	0.036434	0.03643	0.036427	0.036424	0.036423	0.036422	0.036422	0.036422	0.036423	0.036424	0.036426	0.036428	0.036431	0.036434	0.036437	0.03644	0.036443	0.036447	0.036451	0.036455	0.036459	0.036464	0.036468	0.036473	0.036477	0.036482	0.036487	0.036492	0.036497	0.036502	0.036507	0.036512	0.036518	0.036523	0.036528	0.036533	0.036539	0.036465	0.035709	0.035008	0.034142	0.033281	0.032426	0.031575	0.03073	0.029889	0.029054	0.028224	0.027398	0.026578	0.025763	0.024953	0.024148	0.023347	0.022552	0.021763	0.020978	0.020198	0.019423	0.018653	0.017889
P07170	Salvage pathways // Salvage pathways	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P07251	Oxidative Phosphorylation	0.053148	0.051947	0.051294	0.050887	0.050612	0.050414	0.050268	0.050155	0.050066	0.049996	0.049939	0.049893	0.049854	0.049823	0.049797	0.049775	0.049757	0.049743	0.049731	0.049721	0.049713	0.049707	0.049703	0.049699	0.049697	0.049696	0.049696	0.049696	0.049698	0.049699	0.049702	0.049705	0.049708	0.049712	0.049716	0.049721	0.049726	0.049731	0.049736	0.049742	0.049748	0.049754	0.04976	0.049767	0.049773	0.04978	0.049786	0.049793	0.0498	0.049807	0.049815	0.049822	0.049829	0.049836	0.049844	0.049851	0.049858	0.049818	0.048882	0.047922	0.046738	0.04556	0.044389	0.043225	0.042068	0.040918	0.039775	0.038639	0.03751	0.036387	0.035272	0.034163	0.033062	0.031967	0.030879	0.029798	0.028724	0.027656	0.026596	0.025543	0.024496
P07255	Oxidative Phosphorylation // Oxidative Phosphorylation	0.002523	0.002467	0.002437	0.002418	0.002405	0.002396	0.002389	0.002384	0.00238	0.002376	0.002374	0.002372	0.00237	0.002368	0.002367	0.002366	0.002365	0.002365	0.002364	0.002364	0.002363	0.002363	0.002363	0.002363	0.002363	0.002363	0.002362	0.002363	0.002363	0.002363	0.002363	0.002363	0.002363	0.002363	0.002363	0.002364	0.002364	0.002364	0.002364	0.002365	0.002365	0.002365	0.002365	0.002366	0.002366	0.002366	0.002367	0.002367	0.002367	0.002368	0.002368	0.002368	0.002369	0.002369	0.002369	0.00237	0.00237	0.002365	0.002316	0.002271	0.002215	0.002159	0.002103	0.002048	0.001993	0.001939	0.001885	0.001831	0.001777	0.001724	0.001671	0.001619	0.001566	0.001514	0.001463	0.001412	0.001361	0.00131	0.00126	0.00121	0.00116
P07256	Oxidative Phosphorylation	0.057366	0.056103	0.055411	0.054981	0.054689	0.05448	0.054325	0.054205	0.054112	0.054037	0.053977	0.053928	0.053887	0.053854	0.053826	0.053803	0.053785	0.053769	0.053756	0.053746	0.053738	0.053731	0.053726	0.053723	0.053721	0.053719	0.053719	0.05372	0.053721	0.053723	0.053726	0.053729	0.053733	0.053737	0.053741	0.053746	0.053751	0.053757	0.053762	0.053768	0.053774	0.053781	0.053787	0.053794	0.053801	0.053808	0.053815	0.053823	0.05383	0.053837	0.053845	0.053853	0.05386	0.053868	0.053876	0.053884	0.053892	0.053783	0.052668	0.051634	0.050357	0.049087	0.047825	0.046571	0.045324	0.044084	0.042852	0.041627	0.04041	0.0392	0.037998	0.036803	0.035616	0.034436	0.033263	0.032098	0.03094	0.02979	0.028647	0.027512	0.026384
P07257	Oxidative Phosphorylation	0.046231	0.045213	0.044655	0.044308	0.044073	0.043905	0.04378	0.043684	0.043608	0.043548	0.043499	0.04346	0.043427	0.0434	0.043378	0.04336	0.043344	0.043332	0.043322	0.043313	0.043307	0.043302	0.043298	0.043295	0.043293	0.043292	0.043292	0.043292	0.043293	0.043295	0.043297	0.0433	0.043303	0.043306	0.043309	0.043313	0.043317	0.043322	0.043326	0.043331	0.043336	0.043341	0.043347	0.043352	0.043358	0.043363	0.043369	0.043375	0.043381	0.043387	0.043393	0.043399	0.043406	0.043412	0.043418	0.043424	0.043431	0.043343	0.042444	0.041611	0.040582	0.039559	0.038542	0.037531	0.036526	0.035527	0.034534	0.033547	0.032566	0.031591	0.030622	0.029659	0.028702	0.027751	0.026806	0.025867	0.024934	0.024008	0.023087	0.022172	0.021263
