mets	metNames	resp_unreg	resp_reg	ferm_unreg	ferm_reg	FC_resp	FC_ferm	FC_reg	FC_unreg
ubiquinone-6[m]	ubiquinone-6	5.43985971002368	5.67607032405227	8.48042161180405	7.51161956375955	1.04342218855265	0.885760155285675	1.32338380867643	1.55894123449135
ubiquinol-6[m]	ubiquinol-6	5.43985971002368	5.67607032405227	8.48042161180405	7.51161956375955	1.04342218855265	0.885760155285675	1.32338380867643	1.55894123449135
Ferricytochrome_c[m]	ferricytochrome c	10.8797194200474	11.3521406481045	16.9608432236081	15.0232391275191	1.04342218855264	0.885760155285675	1.32338380867643	1.55894123449134
Ferrocytochrome_c[m]	ferrocytochrome c	10.8797194200474	11.3521406481045	16.9608432236081	15.0232391275191	1.04342218855264	0.885760155285675	1.32338380867643	1.55894123449134
H[m]	h+	20.66058717867	21.5577150907505	32.2086412816318	28.5291311031588	1.04342218855264	0.885760155285675	1.32338380867643	1.55894123449134
H[i]	h+	20.66058717867	21.5577150907505	32.2086412816318	28.5291311031588	1.04342218855264	0.885760155285675	1.32338380867643	1.55894123449134
growthProtein[c]	growthProtein	0.414	0.414	1.656	1.656	1	1	3.99999999999999	3.99999999999999
growthRNA[c]	growthRNA	0.01966	0.01966	0.07864	0.07864	1	1	3.99999999999985	3.99999999999985
growthDNA[c]	growthDNA	0.0012	0.0012	0.0048	0.0048	1	1	3.9999999999975	3.9999999999975
growthLipid[c]	growthLipid	0.00269	0.00269	0.01076	0.01076	1	1	3.99999999999888	3.99999999999888
growthGlycogen[c]	growthGlycogen	0.05185	0.05185	0.2074	0.2074	1	1	3.99999999999994	3.99999999999994
growthTrehalose[c]	growthTrehalose	0.00234	0.00234	0.00936	0.00936	1	1	3.99999999999872	3.99999999999872
growthMannan[c]	growthMannan	0.08079	0.08079	0.32316	0.32316	1	1	3.99999999999996	3.99999999999996
growthGlucan[c]	growthGlucan	0.11348	0.11348	0.45392	0.45392	1	1	3.99999999999997	3.99999999999997
growthMaintainance[c]	Maintainance for growth	2.01052631578948	2.01052631578948	8.6	8.6	1	1	4.27748691099476	4.27748691099476
ATP[m]	ATP	5.42539582656884	5.71334572172826	7.96748639299678	6.95976080989215	1.05307444919489	0.873520263054306	1.21815852722227	1.46855393554494
ADP[m]	ADP	5.42539582656884	5.71334572172826	7.96748639299678	6.95976080989215	1.05307444919489	0.873520263054306	1.21815852722227	1.46855393554494
PI[m]	phosphate	5.42539582656884	5.71334572172826	7.96748639299678	6.95976080989215	1.05307444919489	0.873520263054306	1.21815852722227	1.46855393554494
PYR[m]	pyruvate	1.11561914940271	0.998732083453154	2.07003622489379	1.89434490680528	0.895226730365701	0.915126452389729	1.89674982729654	1.85550438606406
OAA[c]	oxaloacetate	0.183288715200001	0.183288715200001	0.789594965873551	0.789593062319859	1	0.999997589202346	4.30791967447787	4.30793006002556
GAL[c]	galactose	5e-16	5e-16	5e-16	5e-16	1	1	1	1
GALP[c]	D-galactose 1-phosphate	5e-16	5e-16	5e-16	5e-16	1	1	1	1
GALUDP[c]	UDP-D-galactose	0	0	0	0	1	1	1	1
GLUUDP[c]	UDP-glucose	0	0	0	0	1	1	1	1
G1P[c]	D-glucose 1-phosphate	0	0	0	0	1	1	1	1
Glyoxylate[m]	Glyoxylate	0.0141174000000001	0.0141173999999995	2.94949264499034e-05	3.13984801416707e-05	0.999999999999958	1.06453834339733	0.00222409793181957	0.00208926051899791
Succinyl-CoA[m]	succinyl-CoA	0.718871759002714	0.7647999598719	0.595926873440892	0.420231748244995	1.06388928246799	0.705173347559525	0.54946622684889	0.828975218427856
H2O[m]	H2O	10.1463837775898	10.6246160859086	15.8519811313599	14.0511486254067	1.04713327613086	0.886397006719202	1.32250883342907	1.56232816329814
H2O[c]	H2O	10.1082184297945	10.540524974853	33.2340868725756	32.800612585904	1.04276782778895	0.98695693706484	3.11185758433834	3.28782832537694
HCO3[c]	HCO3	0.1832887152	0.1832887152	0.789594965873549	0.789593062319859	1	0.999997589202347	4.3079196744779	4.30793006002558
