rxns	rxnNames	netFlux	ratio	futileFlux	netFlux_reg	ratio_reg	futileFlux_reg
TAL1	Transaldolase	0.250841999999999	3.98657322139036e-15	9.99200722162641e-16	0.259484591397528	3.85379337791971e-15	9.99200722162641e-16
TKLa	transketolase 1	0.250841999999999	3.98657322139036e-15	9.99200722162641e-16	0.259484591397528	3.85379337791971e-15	9.99200722162641e-16
TKLb	transketolase 2	0.132106799999999	7.56963305446805e-15	9.99200722162641e-16	0.140749391397528	7.10482645836546e-15	9.99200722162641e-16
TPI	triose-phosphate isomerase	9.34776594643838	1.06977432439995e-16	1.77635683940025e-15	9.57391350770951	1.04450494481148e-16	1.77635683940025e-15
VGro_DNA	DNA synthesis for growth	0.0048	0	0	0.0048	0	0
VGro_GLUCAN	Glucan synthesis for growth	0.45392	0	0	0.45392	0	0
VGro_GLYCOGEN	Glycogen synthesis for growth	0.2074	0	0	0.2074	0	0
VGro_LIPID	Lipid synthesis for growth	0.01076	0	0	0.01076	0	0
VGro_MAINTAIN	GAM	10	0	0	10	0	0
VGro_MANNAN	Mannan synthesis for growth	0.32316	0	0	0.32316	0	0
VGro_PROT	Protein synthesis for growth	1.656	0	0	1.656	0	0
VGro_RNA	RNA synthesis for growth	0.07864	0	0	0.07864	0	0
VGro_TREHALOSE	Trehalose synthesis for growth	0.00936	0	0	0.00936	0	0
ZWF	glucose 6-phosphate dehydrogenase	0.75979	0	0	0.785717774192586	0	0
acIN	Uptake of acetate	0	1	1e-15	0	1	1e-15
acOUT	Production of acetate	0.682	0	0	0.682	0	0
biomassOUT	Production of biomass	0.399999999999999	2.5e-15	9.99200722162641e-16	0.399999999999999	2.5e-15	9.99200722162641e-16
co2OUT	Production of CO2	18.9409624664114	5.27956275597574e-17	0	19.2935035768078	5.18309179055521e-17	0
ethIN	Uptake of ethanol	0	1	1e-15	0	1	1e-15
ethOUT	Production of ethanol	14.4053423821094	0	0	14.9334422849172	0	0
galIN	Uptake of galactose	0	1	1e-15	0	1	1e-15
glcIN	Uptake of glucose	10.7398045464383	9.31115641514757e-17	1.77635683940025e-15	10.974594699107	9.11195381166441e-17	1.77635683940025e-15
gluActiveIn	Active uptake of glucose	1e-15	0	0	1e-15	0	0
glyOUT	Production of glycerol	0	1	1e-15	0	1	1e-15
o2IN	Uptake of O2	4.31667336590203	2.31659872136523e-16	8.88178419700125e-16	4.14111457349059	2.41480882079795e-16	8.88178419700125e-16
