mets	metNames	resp_unreg	resp_reg	ferm_unreg	ferm_reg	FC_resp	FC_ferm	FC_reg	FC_unreg
F16P[c]	D-fructose 1,6-bisphosphate	0.724412087239004	0.883322104790784	9.35764362643838	9.85821040256423	1.21936411657271	1.05349282320515	11.1603800573961	12.9175696972475
F6P[c]	D-fructose 6-phosphate	0.805202087239003	0.964112104790782	9.68080362643838	10.1813704025642	1.19735420470242	1.05170715112522	10.5603594768408	12.0228248036879
BIOMASS[c]	biomass	0.0999999999999995	0.0999999999999995	0.4	0.4	1	1	3.99999999999998	3.99999999999998
CI[m]	citrate	0.747106559002713	0.827773716931232	0.652425968367341	0.495478755091368	1.10797276098901	0.759440578877134	0.598567875443345	0.873270299270618
CO2[c]	CO2	2.98394588981184	3.36927503396324	19.730557432285	20.4714987382905	1.12913409236643	1.03755298392093	6.07593578201009	6.61223700458225
CO2[m]	CO2	2.39814287700814	2.42623835403575	2.64101081017557	2.1673419818128	1.01171551424103	0.820648659771565	0.893293100493482	1.10127333758797
COA[c]	coenzyme A	0.0494960000000005	0.263401996757945	0.197984	0.197984	5.32168249470539	1	0.751641986153732	3.99999999999991
COA[m]	coenzyme A	1.66515371800543	1.82648803386247	1.98861433673468	1.67471991018274	1.09688854194812	0.842154197144448	0.91690713496831	1.19425270786213
E4P[c]	D-erythrose 4-phosphate	0.0911265157320998	0.0993764999999985	0.250841999999999	0.25948532524319	1.09053330089074	1.03445724895827	2.61113367086979	2.75267849302436
GA3P[c]	D-glyceraldehyde 3-phosphate	1.59892398594221	1.68784370181997	19.0883583728768	20.0902785756149	1.0556122221316	1.05248854737355	11.9029259367748	11.9382525627874
R5P[c]	D-ribose 5-phosphate	0.1179058757321	0.12615586	0.357959439999999	0.36660276524319	1.06997093415976	1.02414610226005	2.90595114046378	3.0359762630773
RU5P[c]	D-ribulose 5-phosphate	0.270475107196302	0.295225059999999	0.740908239999999	0.766838215729571	1.09150547368388	1.03499755344815	2.59746992931282	2.73928439359956
X5P[c]	D-xylulose 5-phosphate	0.1525692314642	0.169069199999999	0.382948799999998	0.40023545048638	1.10814741856827	1.04514089216726	2.36728777616728	2.51000019024055
ETH[c]	ethanol	5e-16	5e-16	14.4053423821094	15.5555664728803	1	1.07984704981392	1.03703776485869e+16	9.60356158807293e+15
FUM[m]	fumarate	0.732989159002714	0.813656316931267	0.595956368367341	0.439009155091369	1.11005232060772	0.73664647009992	0.539551092956676	0.813049362391913
GP[c]	glycerol-3-phosphate	1e-15	0.00825	1e-15	0.0165	4125000000000.5	8250000000000.5	1.99999999999988	1
GLY[c]	glycerol	5e-16	0.0082499999999995	5e-16	0.0164999999999995	5500000000000.33	11000000000000.3	1.99999999999994	1
DHAP[c]	dihydroxyacetone phosphate	0.724412087239004	0.764746960909985	9.35764362643838	9.85821040256421	1.05567945977367	1.05349282320515	12.8908134408717	12.9175696972475
ICI[m]	isocitrate	0.747106559002714	0.827773716931233	0.652425968367341	0.495478755091368	1.10797276098901	0.759440578877134	0.598567875443345	0.873270299270618
NAD[c]	nad+	1.51691471021011	1.86099291786666	18.8739853328768	19.9191221618308	1.22682765572818	1.05537446440278	10.7034916525448	12.4423510470556
NAD[m]	nad+	4.70687055102096	4.99370051333029	7.88446524343671	6.87259053223647	1.06093857037286	0.871662226928763	1.37625204272676	1.67509710708456
NADH[c]	NADH	1.51691471021011	1.86099291786666	18.8739853328768	19.9191221618308	1.22682765572818	1.05537446440278	10.7034916525448	12.4423510470556
NADH[m]	NADH	4.70687055102096	4.99370051333029	7.88446524343671	6.87259053223647	1.06093857037286	0.871662226928763	1.37625204272676	1.67509710708456
NADP[c]	nadp+	0.59517056	0.59517056	2.38068224	2.38068224	1	1	3.99999999999999	3.99999999999999
NADP[m]	nadp+	0.1026775952	0.1026775952	0.4107103808	0.4107103808	1	1	3.99999999999997	3.99999999999997
NADPH[c]	NADPH	0.59517056	0.59517056	2.38068224	2.38068224	1	1	3.99999999999999	3.99999999999999
NADPH[m]	NADPH	0.1026775952	0.1026775952	0.4107103808	0.4107103808	1	1	3.99999999999997	3.99999999999997
O2[c]	O2	2.73904549501184	3.00167449528244	4.31667336590203	3.86351170180367	1.09588340199127	0.895020626837801	1.28711880914327	1.57597724235076
OAA[m]	oxaloacetate	0.747106559002714	0.827773716931217	0.652425968367341	0.49547875509137	1.10797276098898	0.759440578877137	0.598567875443358	0.873270299270617
PI[c]	phosphate	6.90193629677895	7.57514857805644	26.6799747658736	26.7321036452066	1.09753962545144	1.00195385789494	3.52892136302695	3.86557824046055
PEP[c]	phosphoenolpyruvate	1.45604777021011	1.65529264570078	18.6305175728768	19.6622505182395	1.13683951829542	1.05537865179144	11.8784135054955	12.7952653436558
PYR[c]	pyruvate	1.34840777021011	1.54765264570077	18.1999575728768	19.2316905182395	1.14776307278296	1.05668875552217	12.4263610259468	13.4973692490965
S7P[c]	sedoheptulose 7-phosphate	0.0911265157320998	0.0993764999999992	0.250841999999999	0.25948532524319	1.09053330089074	1.03445724895827	2.61113367086978	2.75267849302436
SUC[m]	succinate	0.732989159002714	0.813656316931233	0.595956368367341	0.439009155091368	1.11005232060768	0.736646470099918	0.539551092956699	0.813049362391914
ubiquinone-6[m]	ubiquinone-6	5.43985971002368	5.96511771056488	8.48042161180405	7.57409828360735	1.09655726958792	0.893127562557129	1.26973157129704	1.55894123449135
ubiquinol-6[m]	ubiquinol-6	5.43985971002368	5.96511771056488	8.48042161180405	7.57409828360735	1.09655726958792	0.893127562557129	1.26973157129704	1.55894123449135
Ferricytochrome_c[m]	ferricytochrome c	10.8797194200474	11.9302354211298	16.9608432236081	15.1481965672147	1.09655726958792	0.893127562557129	1.26973157129704	1.55894123449134
Ferrocytochrome_c[m]	ferrocytochrome c	10.8797194200474	11.9302354211298	16.9608432236081	15.1481965672147	1.09655726958792	0.893127562557129	1.26973157129704	1.55894123449134
H[m]	h+	20.66058717867	22.6555170647255	32.2086412816318	28.7664252811407	1.09655726958792	0.893127562557129	1.26973157129704	1.55894123449134
H[i]	h+	20.66058717867	22.6555170647255	32.2086412816318	28.7664252811407	1.09655726958792	0.893127562557129	1.26973157129704	1.55894123449134
growthProtein[c]	growthProtein	0.414	0.414	1.656	1.656	1	1	3.99999999999999	3.99999999999999
growthRNA[c]	growthRNA	0.01966	0.01966	0.07864	0.07864	1	1	3.99999999999985	3.99999999999985
growthDNA[c]	growthDNA	0.0012	0.0012	0.0048	0.0048	1	1	3.9999999999975	3.9999999999975
growthLipid[c]	growthLipid	0.00269	0.00269	0.01076	0.01076	1	1	3.99999999999888	3.99999999999888
growthGlycogen[c]	growthGlycogen	0.05185	0.05185	0.2074	0.2074	1	1	3.99999999999994	3.99999999999994
growthTrehalose[c]	growthTrehalose	0.00234	0.00234	0.00936	0.00936	1	1	3.99999999999872	3.99999999999872
growthMannan[c]	growthMannan	0.08079	0.08079	0.32316	0.32316	1	1	3.99999999999996	3.99999999999996
growthGlucan[c]	growthGlucan	0.11348	0.11348	0.45392	0.45392	1	1	3.99999999999997	3.99999999999997
growthMaintainance[c]	Maintainance for growth	2.01052631578948	2.01052631578948	8.6	8.6	1	1	4.27748691099476	4.27748691099476
ATP[m]	ATP	5.42539582656884	6.01793837623646	7.96748639299678	7.02633839483488	1.10921646431139	0.881876422281795	1.16756569369011	1.46855393554494
ADP[m]	ADP	5.42539582656884	6.01793837623646	7.96748639299678	7.02633839483488	1.10921646431139	0.881876422281795	1.16756569369011	1.46855393554494
PI[m]	phosphate	5.42539582656884	6.01793837623646	7.96748639299678	7.02633839483488	1.10921646431139	0.881876422281795	1.16756569369011	1.46855393554494
PYR[m]	pyruvate	1.11561914940271	0.982380310573288	2.07003622489379	1.91591620015267	0.880569602179419	0.925547184688023	1.950279519583	1.85550438606406
OAA[c]	oxaloacetate	0.183288715200001	0.301863859080798	0.789594965873551	0.825223845206556	1.64693095672262	1.04512298187412	2.7337616623581	4.30793006002556
GAL[c]	galactose	5e-16	5e-16	5e-16	5e-16	1	1	1	1
GALP[c]	D-galactose 1-phosphate	5e-16	5e-16	5e-16	5e-16	1	1	1	1
GALUDP[c]	UDP-D-galactose	0	0	0	0	1	1	1	1
GLUUDP[c]	UDP-glucose	0	0	0	0	1	1	1	1
G1P[c]	D-glucose 1-phosphate	0	0	0	0	1	1	1	1
Glyoxylate[m]	Glyoxylate	0.0141174000000001	0.0141173999999999	2.94949264499034e-05	0.00285668346130477	0.999999999999986	96.8533848036862	0.202351953001657	0.00208926051899791
Succinyl-CoA[m]	succinyl-CoA	0.718871759002714	0.799538916931233	0.595926873440892	0.436152471630063	1.11221355814621	0.731889248611514	0.545504993433079	0.828975218427856
H2O[m]	H2O	10.1463837775898	11.1835171698702	15.8519811313599	14.1642842068122	1.10221704747371	0.893534006219007	1.26653216440465	1.56232816329814
H2O[c]	H2O	10.1082184297945	11.0646872378276	33.2340868725756	32.8507340635398	1.09462288678032	0.988465071704675	2.9689708671774	3.28782832537694
HCO3[c]	HCO3	0.1832887152	0.301863859080797	0.789594965873549	0.825223845206555	1.64693095672263	1.04512298187412	2.73376166235811	4.30793006002558
